PersonID,Age,OccupationStatus,OccupationStatus_OS,Employed,Unemployed,Homemaker,Student,Retired,Disabled,OtherOcc,MultiOcc,ActiveDutyArmedForces,ReceivedCareVA,MaritalStatus,Education,BornInUSA,YearCameToUSA,SpeakEnglish,NotHisp,Mexican,PuertoRican,Cuban,OthHisp,Hisp_Cat,White,Black,AmerInd,AsInd,Chinese,Filipino,Japanese,Korean,Vietnamese,OthAsian,Hawaiian,Guamanian,Samoan,OthPacIsl,Race_Cat2,SexualOrientation,SexualOrientation_OS,TotalHousehold,R_HHAdults,HHAdults_Num,SelfGender,SelfAge,SelfMOB,HHAdultGender2,HHAdultAge2,HHAdultMOB2,HHAdultGender3,HHAdultAge3,HHAdultMOB3,HHAdultGender4,HHAdultAge4,HHAdultMOB4,HHAdultGender5,HHAdultAge5,HHAdultMOB5,ChildrenInHH,RentOrOwn,CellPhone,PhoneInHome,IncomeRanges,MailSurveyTime_Min,MailSurveyTime_Hrs,TypeOfAddressA,TypeOfAddressB,TypeOfAddressC,TypeOfAddressD
60004327-01,57,1,-1,1,2,2,2,2,2,2,1,5,-1,5,3,1,-1,1,1,2,2,2,2,10,1,2,1,2,2,2,2,2,2,2,2,2,2,2,16,1,-1,1,1,1,-9,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,-9,-9,2,-9,15,-1,1,2,2,2
60004330-02,65,5,-1,2,2,2,2,1,2,2,1,5,-1,1,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,1,2,2,2,2,2,2,2,2,16,1,-1,3,3,3,2,65,4,1,62,5,1,47,6,-1,-1,-1,-1,-1,-1,0,1,1,2,6,30,-1,2,2,1,2
60004335-01,85,5,-1,2,2,2,2,1,2,2,1,5,-1,1,6,2,1955,1,-9,-9,-9,-9,-9,-9,2,2,2,2,2,2,1,2,2,2,2,2,2,2,34,1,-1,2,2,2,2,85,2,1,83,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,6,60,-1,1,2,2,2
60004342-01,50,1,-1,1,2,2,2,2,2,2,1,5,-1,1,7,2,2002,1,1,2,2,2,2,10,2,2,2,2,1,2,2,2,2,2,2,2,2,2,32,3,-1,1,1,1,2,50,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,8,60,-1,1,2,2,2
60004344-03,91,5,-1,2,2,2,2,1,2,2,1,3,3,3,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,1,91,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-5,1,1,6,0,1,1,2,2,2
60004346-02,48,6,-1,2,2,2,2,2,1,2,1,5,-1,3,3,1,-1,1,2,1,2,2,2,21,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-1,4,4,4,1,48,3,1,44,12,1,22,12,2,76,10,-1,-1,-1,0,3,1,1,6,-1,1,1,2,2,2
60004350-03,68,5,-1,2,2,2,2,1,2,2,1,3,3,1,5,1,-2,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,68,4,2,58,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,8,30,-1,1,2,2,2
60004354-01,63,5,-1,2,2,2,2,1,2,2,1,5,-1,4,3,2,1982,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,63,4,1,30,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,1,1,1,-9,15,-1,1,2,2,2
60004355-01,66,5,-1,2,2,2,2,1,2,2,1,4,-2,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,66,3,2,69,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,8,-1,1,1,2,2,2
60004357-01,59,5,-1,2,2,2,2,1,2,2,1,5,-1,3,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,1,1,1,59,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1,6,30,-1,1,2,2,2
60004358-02,40,1,-1,1,2,2,2,2,2,2,1,5,-1,1,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,5,2,2,2,40,8,1,40,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,1,8,15,-1,1,2,2,2
60004362-01,63,1,-1,1,2,2,2,2,2,2,1,5,-1,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,3,3,1,63,5,2,63,9,1,34,8,-1,-1,-1,-1,-1,-1,0,1,1,1,8,35,-1,1,2,2,2
60004365-03,48,3,-1,2,2,1,2,2,2,2,1,5,-1,1,5,2,1994,2,1,2,2,2,2,10,2,2,2,2,2,2,2,2,1,2,2,2,2,2,36,1,-1,2,2,2,2,48,12,1,49,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,-9,10,-1,1,2,2,2
60004369-01,27,1,-1,1,2,2,2,2,2,2,1,5,-1,6,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,3,-1,1,1,1,-9,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,6,30,0,1,2,2,2
60004371-01,83,5,-1,2,2,2,2,1,2,2,1,-9,2,2,4,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,83,6,2,73,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,4,30,-1,1,2,1,2
60004378-01,41,1,-1,1,2,2,2,2,2,2,1,5,-1,1,7,1,-1,1,1,2,2,2,2,10,2,2,2,2,2,2,2,1,2,2,2,2,2,2,35,1,-1,3,2,2,1,41,10,2,42,10,2,-4,2,-1,-1,-1,-1,-1,-1,1,1,1,1,8,15,-1,1,2,2,2
60004382-01,45,1,-1,1,2,2,2,2,2,2,1,5,-1,1,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,2,2,2,45,3,1,48,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,7,20,0,1,2,1,2
60004387-01,22,4,-1,2,2,2,1,2,2,2,1,5,-2,6,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,5,5,5,2,22,9,2,22,9,2,22,4,2,25,11,2,23,5,0,2,1,2,1,45,-1,1,2,2,2
60004388-01,38,1,-1,1,2,2,2,2,2,2,1,5,-1,1,7,2,2001,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,38,6,1,35,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,9,50,-1,1,2,2,2
60004389-01,40,1,-1,1,2,2,2,2,2,2,1,5,-1,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,4,2,2,1,40,2,2,37,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,8,12,-1,1,2,2,2
60004391-01,46,1,-1,1,2,2,2,2,2,2,1,5,-1,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,4,2,2,1,-9,-9,2,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,9,10,-1,1,2,2,2
60004394-01,32,1,-1,1,2,2,2,2,2,2,1,5,-1,1,6,1,-1,1,2,2,2,2,1,24,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,4,2,2,2,32,9,1,46,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,2,6,15,-1,1,2,2,2
60004396-02,87,5,-1,2,2,2,2,1,2,2,1,3,3,1,7,1,-1,2,-9,-9,-9,-9,-9,-9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,87,2,-9,84,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,7,-1,3,1,2,2,2
60004397-01,56,2,-1,2,1,2,2,2,2,2,1,5,-1,1,6,2,1993,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,56,1,1,56,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,3,30,-1,1,2,2,2
60004401-03,66,1,-1,1,2,2,2,2,2,2,1,5,-1,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,66,1,1,67,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,8,35,-1,1,2,2,2
60004403-01,52,1,-1,1,2,2,2,2,2,2,1,5,-1,1,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,52,-9,2,56,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,8,30,-1,1,2,2,2
60004411-01,58,1,-1,1,2,2,2,2,2,2,1,5,-1,1,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,5,4,4,2,58,5,1,65,6,2,23,6,2,29,9,2,-4,9,1,1,1,2,7,30,-1,1,2,2,2
60004413-01,25,1,-1,1,2,2,2,2,2,2,1,5,-1,6,6,1,-1,1,2,1,2,2,2,21,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,1,25,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,8,30,-1,1,2,2,2
60004417-01,46,1,-1,1,2,2,2,2,2,2,1,5,-1,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,2,2,2,46,5,1,41,9,1,-4,5,-1,-1,-1,-1,-1,-1,1,1,1,1,6,10,-1,1,2,2,2
60004423-02,61,1,-1,1,2,2,2,2,2,2,1,5,-1,5,6,2,1987,2,1,2,2,2,2,10,2,2,2,2,2,2,2,1,2,2,2,2,2,2,35,1,-1,1,1,1,2,61,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,1,1,1,7,20,-1,1,2,2,2
60004425-01,73,5,-1,2,2,2,2,1,2,2,1,5,-1,3,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,5,3,3,2,73,2,2,45,12,1,45,10,-1,-1,-1,-1,-1,-1,2,1,1,2,8,45,-1,2,2,1,2
60004426-01,61,1,-1,1,2,2,2,2,2,2,1,5,-1,1,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,61,11,1,43,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,9,15,-1,1,2,2,2
60004430-02,68,5,-1,2,2,2,2,1,2,2,1,5,-1,1,6,1,-1,1,-9,-9,-9,-9,-9,-9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,68,6,2,58,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,6,20,-1,1,2,2,2
60004432-02,59,1,-1,1,2,2,2,2,2,2,1,5,-2,2,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,59,4,1,61,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,6,20,-1,1,2,2,2
60004433-01,71,5,-1,2,2,2,2,1,2,2,1,3,3,1,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,71,7,2,70,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,8,30,-1,2,2,1,2
60004435-03,55,3,-1,2,2,1,2,2,2,2,1,5,-1,1,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,55,11,1,74,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,9,40,-1,1,2,2,2
60004437-01,65,1,-1,1,2,2,2,2,2,2,1,5,-1,3,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,65,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,5,35,-1,1,2,2,2
60004438-01,62,1,-1,1,2,2,2,2,2,2,1,5,-1,1,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,2,2,2,62,10,1,70,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,9,5,-1,1,2,2,2
60004443-01,-9,5,-1,2,2,2,2,1,2,2,1,3,3,4,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,1,-9,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,5,35,-1,1,2,2,2
60004444-02,37,1,-1,1,2,2,2,2,2,2,1,5,-2,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,4,2,2,1,46,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,8,10,-1,1,2,2,2
60004445-02,34,1,-1,1,2,2,2,2,2,2,1,5,-1,1,7,2,2001,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,4,2,2,2,33,4,1,38,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,8,20,-1,1,2,2,2
60004451-02,32,1,-1,1,2,2,2,2,2,2,1,5,-1,-9,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,32,3,1,31,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,7,30,-1,1,2,2,2
60004452-01,54,1,-1,1,2,2,2,2,2,2,1,5,-2,1,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,3,3,2,54,2,1,55,11,2,23,2,-1,-1,-1,-1,-1,-1,0,1,1,2,6,20,-1,1,2,2,2
60004458-01,37,1,-1,1,2,2,2,2,2,2,1,5,-2,2,6,1,-1,1,1,2,2,2,2,10,1,2,1,2,2,2,2,2,2,2,2,2,2,2,16,1,-1,2,2,2,1,37,7,2,35,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,6,8,-1,1,2,2,2
60004459-02,58,1,-1,1,2,2,2,2,2,2,1,5,-1,1,2,1,-1,1,2,1,2,2,2,21,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-1,6,3,3,2,58,7,1,54,1,2,45,4,-1,-1,-1,-1,-1,-1,3,2,1,1,6,-1,1,1,2,2,2
60004460-01,22,2,-1,2,1,2,2,2,2,2,1,5,-1,6,6,1,-1,1,2,1,2,2,2,21,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-1,2,2,2,1,22,11,2,58,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,1,4,15,-1,1,2,2,2
60004462-01,51,3,-1,2,2,1,2,2,2,2,1,5,-1,1,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,2,2,2,51,9,1,47,6,2,-4,8,-1,-1,-1,-1,-1,-1,1,1,1,1,-9,30,-1,1,2,2,2
60004465-03,28,1,-1,1,2,2,2,2,2,2,1,5,-2,6,6,2,2006,1,2,1,2,2,2,21,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,7,5,5,2,28,8,2,52,12,2,22,1,1,22,2,-1,-1,-1,2,2,1,1,5,40,-1,1,2,2,2
60004471-01,30,1,-1,1,2,2,2,2,2,2,1,5,-1,1,6,2,2013,1,1,2,2,2,2,10,2,2,2,1,2,2,2,2,2,2,2,2,2,2,31,1,-1,2,2,2,1,30,3,2,31,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,6,25,0,1,2,2,2
60004472-03,43,1,-1,1,2,2,2,2,2,2,1,3,2,3,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,2,2,2,43,12,2,18,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,6,20,-1,1,2,2,2
60004478-02,74,5,-1,2,2,2,2,1,2,2,1,5,-2,1,5,1,-1,1,-9,-9,-9,-9,-9,-9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,74,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,5,45,0,1,2,2,2
60004489-01,21,4,-1,2,2,2,1,2,2,2,1,5,-2,6,3,1,-1,2,2,1,2,2,1,25,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-1,4,4,4,2,21,2,1,44,9,2,47,4,2,18,8,-1,-1,-1,0,1,1,2,7,30,0,1,2,2,2
60004493-02,73,5,-1,2,2,2,2,1,2,2,1,5,-1,4,4,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,73,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,30,-1,1,2,2,2
60004495-01,73,5,-1,2,2,2,2,1,2,2,1,5,-1,3,7,1,-2,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,73,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,3,45,-1,1,2,2,2
60004498-02,70,5,-1,2,2,2,2,1,2,2,1,5,-1,1,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,70,12,1,70,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,7,15,-1,1,2,2,2
60004501-01,48,1,-1,1,2,2,2,2,2,2,1,5,-1,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,4,2,2,1,48,7,2,48,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,9,20,-1,1,2,1,2
60004502-01,64,6,-1,2,2,2,2,2,1,2,1,5,-1,4,5,1,-1,1,1,2,2,2,2,10,1,2,1,2,2,2,2,2,2,2,2,2,2,2,16,1,-1,1,1,1,2,64,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,2,1,2,-9,-1,2,1,2,2,2
60004503-01,77,5,-1,2,2,2,2,1,2,2,1,5,-1,1,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,77,10,1,77,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,6,-1,1,1,2,2,2
60004509-01,68,1,-1,1,2,2,2,2,2,2,1,5,-1,6,6,2,1984,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,-9,-9,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,2,1,1,7,10,-1,1,2,2,2
60004515-02,45,1,-1,1,2,2,2,2,2,2,1,5,-1,1,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,4,2,2,2,45,12,1,46,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,9,25,-1,1,2,2,2
60004516-01,68,5,-1,2,2,2,2,1,2,2,1,3,3,1,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,68,11,2,64,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,6,20,-1,1,2,2,2
60004517-01,59,1,-1,1,2,2,2,2,2,2,1,5,-1,1,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,59,8,2,59,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,7,-1,1,1,2,2,2
60004518-01,80,5,-1,2,2,2,2,1,2,2,1,3,3,1,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,3,3,1,80,8,2,78,10,1,56,11,-1,-1,-1,-1,-1,-1,0,2,1,1,6,10,-1,1,2,2,2
60004519-02,68,5,-1,2,2,2,2,1,2,2,1,-9,-6,1,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,68,4,2,65,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-9,15,-1,1,2,2,2
60004521-01,55,1,-1,1,2,2,2,2,2,2,1,5,-1,3,5,2,1985,2,1,2,2,2,2,10,2,2,2,2,2,2,2,2,1,2,2,2,2,2,36,1,-1,1,1,1,2,55,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,6,45,1,1,2,2,2
60004527-01,79,5,-1,2,2,2,2,1,2,2,1,3,3,3,5,2,1964,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,1,79,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,4,20,-1,2,1,2,2
60004528-01,68,1,-1,1,2,2,2,2,2,2,1,5,-1,2,7,1,-1,1,1,2,2,2,2,10,1,2,1,2,2,2,2,2,2,2,2,2,2,2,16,1,-1,2,2,2,1,68,10,2,68,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,1,5,30,-1,1,2,2,2
60004530-01,82,5,-1,2,2,2,2,1,2,2,1,5,-1,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,82,4,2,82,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,6,-1,2,1,2,2,2
60004532-01,67,1,-1,1,2,2,2,2,2,2,1,5,-1,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,67,4,1,68,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,6,15,-1,1,2,2,2
60004536-01,52,1,-1,1,2,2,2,2,2,2,1,5,-1,1,7,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,52,2,2,46,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,8,20,-1,1,2,2,2
60004537-01,52,1,-1,1,2,2,2,2,2,2,1,3,3,1,4,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,3,3,3,1,52,3,2,52,10,1,25,12,-1,-1,-1,-1,-1,-1,0,1,1,2,8,20,-1,1,2,2,2
60004542-01,63,6,-1,2,2,2,2,2,1,2,1,5,-1,3,6,1,-1,1,1,2,2,2,2,10,1,2,1,2,2,2,2,2,2,2,2,2,2,2,16,91,NONSEXUAL,1,1,1,2,63,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,20,-1,1,2,2,2
60004549-01,87,5,-1,2,2,2,2,1,2,2,1,5,-2,-9,5,2,1952,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-2,1,1,1,2,87,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,5,40,-1,1,2,2,2
60004551-01,99,5,-1,2,2,2,2,1,2,2,1,5,-2,4,3,1,-1,1,-9,-9,-9,-9,-9,-9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,99,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-9,1,1,1,-9,60,-1,1,2,2,2
60004555-01,58,1,-1,1,2,2,2,2,2,2,1,5,-1,1,7,2,1995,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,58,5,2,59,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,9,15,-1,1,2,2,2
60004557-01,73,5,-1,2,2,2,2,1,2,2,1,5,-2,4,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,2,73,8,2,67,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,2,5,-9,-9,1,2,1,2
60004558-01,57,1,-1,1,2,2,2,2,2,2,1,5,-1,1,6,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,4,4,4,1,57,3,2,62,9,1,23,4,2,18,10,-1,-1,-1,0,1,1,1,8,15,-1,1,2,2,2
60004559-02,56,1,-1,1,2,2,2,2,2,2,1,3,3,1,4,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,6,5,5,1,56,12,2,55,10,2,29,2,1,28,2,-9,25,7,1,1,1,2,7,20,-1,1,2,2,2
60004565-01,56,1,-1,1,2,2,2,2,2,2,1,5,-1,3,6,2,1978,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,56,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,8,20,-1,1,2,2,2
60004566-01,54,2,-1,2,1,2,2,2,2,2,1,5,-2,1,6,2,1996,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,2,2,2,1,54,5,2,50,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,6,10,-1,1,2,2,2
60004567-01,44,1,-1,1,2,2,2,2,2,2,1,5,-1,2,5,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,4,2,2,1,49,3,2,43,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,8,30,-1,2,2,1,2
60004569-02,28,1,-1,1,2,2,2,2,2,2,1,5,-1,1,7,2,2013,1,1,2,2,2,2,10,2,2,2,1,2,2,2,2,2,2,2,2,2,2,31,1,-1,2,2,2,2,28,4,1,-9,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,2,2,8,-1,1,1,2,2,2
60004572-01,77,5,-1,2,2,2,2,1,2,2,1,5,-1,4,3,1,-1,1,1,2,2,2,2,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,11,1,-1,1,1,1,2,77,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,4,-9,-9,1,2,2,2
