PersonID,UseMenuCalorieInfo,Fruit,Vegetables,AlcoholConditions_Cancer,AlcoholConditions_HeartDisease,AlcoholConditions_Diabetes,AlcoholConditions_Cholesterol,AlcoholConditions_LiverDisease,AlcoholConditions_Overweight,AlcoholIncreaseCancer,AlcoholReduceHeart
60003074-02,5,0,0,3,3,3,3,3,3,4,4
60003079-01,4,0,0,3,3,3,3,3,3,2,2
60003080-01,4,3,3,3,1,3,3,1,1,2,3
60003082-01,2,3,3,1,1,1,3,1,1,1,2
60003083-01,5,1,2,1,1,1,1,1,1,1,2
60003084-01,5,3,3,3,1,1,3,1,1,3,2
60003085-02,4,0,1,1,1,1,2,1,1,1,3
60003091-01,4,2,6,1,1,3,3,1,1,2,2
60003094-01,5,1,1,2,2,2,2,2,2,3,3
60003095-01,2,0,2,3,3,3,3,1,1,3,2
60003097-01,3,3,3,2,2,2,2,1,1,3,2
60003098-02,5,1,3,1,1,1,3,1,1,2,2
60003099-02,5,2,2,3,1,1,3,1,1,3,3
60003100-01,5,0,0,2,1,1,1,1,1,3,2
60003101-01,4,4,2,1,3,3,-9,1,1,1,4
60003103-01,5,0,3,1,1,3,3,1,1,1,1
60003104-01,2,3,3,3,1,1,3,1,1,3,3
60003105-02,4,4,3,3,3,3,3,-5,1,3,3
60003106-01,4,3,3,3,1,1,3,1,1,2,3
60003111-01,1,2,3,1,1,1,1,1,1,2,2
60003113-03,5,0,2,3,3,3,3,1,3,4,4
60003114-02,4,5,4,3,-9,1,3,1,1,2,2
60003116-01,3,3,1,-9,-9,-9,-9,1,-9,2,2
60003127-01,2,2,2,2,2,1,3,1,1,3,2
60003133-01,4,3,1,1,1,1,1,1,1,3,4
60003135-01,2,-5,2,2,1,1,2,1,1,3,2
60003136-03,4,2,2,2,1,1,1,1,1,3,1
60003147-01,3,3,2,1,1,1,3,1,1,2,2
60003151-01,2,1,3,2,3,3,2,1,1,3,2
60003152-02,2,4,4,1,1,1,1,1,1,2,2
60003155-01,5,1,0,3,3,3,3,3,3,-9,-9
60003161-01,3,1,3,1,2,2,2,1,2,2,2
60003165-02,5,2,3,3,3,3,2,1,1,2,2
60003168-01,5,0,3,2,1,1,1,1,1,3,2
60003173-02,3,2,3,3,3,3,3,1,1,3,3
60003178-01,3,3,3,2,2,2,2,1,1,3,1
60003184-01,2,2,3,3,1,3,3,1,1,3,2
60003191-01,3,4,4,3,1,1,1,1,1,3,2
60003195-01,2,1,2,2,2,2,2,2,2,2,2
60003198-03,5,2,4,2,1,1,1,1,1,3,3
60003203-01,4,3,3,1,1,2,2,1,1,2,2
60003208-02,5,3,4,3,3,3,3,3,3,-9,-9
60003213-01,2,3,3,3,1,1,1,1,1,2,3
60003214-01,2,4,3,1,1,1,1,1,1,2,1
60003216-01,4,2,3,3,1,3,3,1,3,2,2
60003224-02,3,3,-9,3,1,3,3,2,3,-9,2
60003229-02,4,2,3,2,3,3,1,1,1,2,2
60003237-01,3,2,2,2,3,1,3,1,1,3,3
60003240-01,2,3,4,2,2,1,2,1,3,4,3
60003241-01,4,0,2,3,1,1,2,1,2,3,3
60003242-01,1,5,6,-9,-9,1,-9,1,1,-9,-9
60003244-01,3,4,3,2,1,2,2,1,1,3,2
60003245-02,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60003254-01,3,3,2,1,1,1,1,1,1,1,2
60003255-01,3,2,3,3,1,2,2,1,3,3,2
60003256-01,3,3,3,1,1,1,1,1,1,1,3
60003261-01,4,2,2,3,3,3,3,3,3,-9,-9
60003269-01,3,2,2,3,1,1,3,1,1,2,3
60003272-01,4,2,1,3,3,3,3,3,3,3,3
60003275-02,5,2,2,1,1,1,1,1,1,1,4
60003282-01,4,2,2,3,3,3,3,3,3,2,1
60003287-01,5,3,1,2,1,2,1,1,1,3,2
60003288-02,5,1,2,1,1,1,1,1,3,2,2
60003294-01,2,1,2,1,1,-9,-9,1,-9,2,2
60003300-02,3,1,2,3,1,3,3,1,1,3,3
60003301-02,5,3,3,3,1,1,3,1,1,3,3
60003303-01,3,3,1,1,1,1,3,1,3,1,3
60003313-01,4,1,2,1,1,1,1,1,1,1,2
60003314-01,4,1,1,3,2,2,2,1,1,3,2
60003324-01,5,5,4,-9,-9,-9,-9,-9,-9,1,1
60003329-01,5,4,2,1,1,1,1,1,1,2,2
60003331-01,5,2,2,2,1,3,3,2,1,2,2
60003332-02,4,2,2,2,3,3,3,1,1,4,2
60003333-01,3,3,4,3,3,1,3,1,1,3,2
60003334-01,4,4,1,1,1,1,1,1,1,1,4
60003336-03,5,1,2,1,1,1,3,1,1,1,2
60003348-02,4,4,2,2,2,2,-9,1,1,4,2
60003350-01,-9,-5,-5,2,2,2,-9,1,1,4,1
60003352-01,3,1,2,1,1,1,1,1,1,1,2
60003355-01,5,2,2,3,1,1,1,1,1,3,1
60003356-02,4,3,4,3,3,2,2,1,3,2,3
60003358-02,3,1,1,3,1,1,1,1,1,2,3
60003362-01,5,4,4,3,3,1,3,1,3,-9,-9
60003364-01,1,3,3,2,1,2,2,1,1,3,3
60003366-01,1,2,5,-9,-9,-9,-9,1,-9,3,1
60003367-02,3,2,3,1,1,1,1,1,1,1,3
60003370-01,3,3,3,3,1,1,3,1,1,-9,4
60003373-02,5,3,3,1,1,1,2,1,1,2,2
60003374-01,3,4,5,1,1,1,1,1,1,2,3
60003380-01,3,1,1,2,1,2,1,1,1,3,2
60003382-01,4,1,3,1,1,1,2,1,1,2,2
60003391-03,5,2,1,1,3,3,3,1,1,1,3
60003392-01,2,2,2,2,1,3,2,1,1,3,4
60003393-01,5,0,1,2,2,1,2,1,1,4,2
60003395-01,3,1,0,3,1,1,3,1,1,3,2
60003397-01,3,4,3,1,-9,-9,-9,1,-9,2,4
60003403-01,5,4,2,1,1,1,1,1,1,1,1
60003404-01,4,4,3,3,3,1,3,1,1,-9,2
60003405-01,3,2,3,1,3,2,2,1,3,1,2
60003409-01,5,3,2,3,3,3,3,1,2,3,2
60003413-01,2,3,3,3,1,1,1,1,1,3,2
60003416-01,1,4,6,1,1,1,2,1,1,1,2
60003420-01,5,0,0,3,3,3,-9,1,1,3,3
60003434-01,3,3,3,1,1,1,1,1,1,2,1
60003439-01,5,3,3,1,1,1,3,1,1,1,4
60003444-02,4,3,3,3,3,3,3,1,1,3,4
60003448-01,3,2,3,2,3,1,2,1,1,3,2
60003449-01,2,3,4,1,1,1,1,1,1,1,4
60003453-03,5,3,3,3,3,3,3,3,3,3,3
60003455-03,4,1,3,2,2,2,2,1,2,4,2
60003459-01,4,2,2,3,3,3,3,1,1,3,3
60003462-01,1,1,6,2,1,1,2,1,1,3,2
60003465-01,4,1,2,1,1,3,3,1,2,2,2
60003468-02,3,3,2,2,1,1,2,1,1,3,3
60003469-01,2,2,2,2,2,2,2,1,3,3,2
60003476-01,4,2,1,2,2,2,2,2,2,2,3
60003477-01,5,1,2,1,1,1,1,1,1,2,2
60003478-01,1,2,6,3,3,3,3,3,3,4,2
60003479-01,2,3,5,1,1,1,1,1,1,1,3
60003486-02,5,5,5,1,1,1,2,1,1,2,4
60003491-01,2,2,4,1,1,1,1,1,1,1,3
60003495-01,4,1,2,3,3,3,3,1,2,4,4
60003501-01,3,2,1,-9,3,-9,1,-9,-9,-9,4
60003502-01,2,2,1,1,1,2,2,1,1,2,2
60003505-01,2,3,5,1,1,1,2,1,1,2,2
60003507-01,2,3,3,1,1,3,3,1,1,2,3
60003510-01,4,2,2,3,1,1,2,1,1,2,3
60003518-01,3,3,2,3,3,2,2,1,1,2,4
60003519-01,4,5,5,1,3,1,1,1,1,2,2
60003522-01,1,3,3,1,1,1,1,1,1,1,2
60003524-02,3,2,3,3,1,1,1,1,1,2,1
60003528-02,3,1,4,1,1,3,3,1,1,2,2
60003534-01,3,2,2,3,3,1,3,1,1,2,2
60003536-01,5,0,0,3,1,1,3,1,1,2,4
60003537-02,5,1,1,3,3,3,3,3,3,4,1
60003542-01,3,2,3,1,1,1,1,1,1,2,2
60003543-01,4,2,2,3,3,1,3,1,1,2,2
60003545-03,5,2,1,1,1,1,1,1,1,1,2
60003546-01,4,2,3,-9,-9,-9,-9,-9,-9,-9,-9
60003547-02,3,3,0,2,2,1,3,1,2,2,2
60003548-02,4,2,4,3,1,3,3,1,1,2,4
60003550-01,5,1,1,3,1,1,3,3,1,-9,2
60003556-01,4,1,1,2,2,2,2,1,2,3,3
60003559-01,3,1,4,2,1,1,2,1,1,2,2
60003560-01,1,1,2,2,3,2,2,1,1,3,2
60003562-02,2,3,3,-5,1,2,2,1,1,2,2
60003564-01,4,2,4,3,3,3,3,1,1,3,2
60003567-02,4,2,2,3,1,3,3,1,1,3,2
60003569-01,3,3,2,3,3,1,3,1,1,2,3
60003570-01,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60003571-01,5,1,1,3,3,3,3,1,1,4,3
60003573-01,5,3,2,3,3,1,2,1,1,3,2
60003574-03,5,0,0,2,3,3,3,1,3,4,4
60003580-01,5,1,1,2,3,3,3,1,1,4,2
60003587-01,3,3,4,1,1,1,3,1,1,1,2
60003589-03,2,2,2,3,1,1,1,1,1,3,3
60003590-01,3,2,3,1,1,1,3,1,1,2,2
60003591-01,5,4,3,2,2,2,2,1,1,4,4
60003592-02,3,3,3,3,3,3,3,1,1,2,2
60003595-01,1,3,3,3,1,3,3,1,1,3,3
60003598-02,3,3,2,3,1,1,2,1,2,3,2
60003599-01,2,2,3,2,1,1,1,1,1,3,2
60003607-01,3,3,3,3,3,3,2,-5,1,3,2
60003608-01,5,3,3,2,3,1,3,1,1,3,2
60003614-01,5,1,2,2,3,1,1,1,1,3,3
60003615-02,3,3,5,2,3,3,2,1,1,4,4
60003620-02,3,1,1,1,1,1,1,1,1,2,2
60003625-01,4,3,2,1,3,1,3,1,1,2,4
60003626-01,5,0,0,-9,-9,-9,-9,1,-9,3,1
60003628-01,5,0,2,3,2,3,2,1,2,4,2
60003630-01,5,1,3,2,1,1,3,3,1,3,1
60003631-02,3,1,1,3,1,1,2,1,1,2,3
60003634-03,3,0,1,1,1,1,3,1,1,1,2
60003636-01,5,0,3,3,1,2,2,1,1,2,2
60003639-01,3,2,3,-9,-9,-9,-9,1,1,4,3
60003640-01,4,0,2,1,1,1,1,1,1,1,4
60003642-02,4,2,0,3,3,3,3,1,3,3,3
60003649-01,2,5,2,2,2,2,2,1,2,3,2
60003650-01,3,3,3,1,1,1,1,1,1,1,3
60003656-01,5,3,2,3,3,3,3,3,3,3,3
60003657-02,5,2,2,1,1,1,1,1,1,1,3
60003659-01,4,3,4,1,1,1,1,1,1,1,2
60003664-01,4,1,2,2,3,1,1,1,1,4,3
60003665-01,4,2,2,1,1,1,1,1,1,1,2
60003669-01,2,0,2,3,3,3,3,3,3,4,2
60003674-01,2,3,4,1,1,1,1,1,1,1,2
60003678-01,3,2,3,1,1,3,3,1,1,1,2
60003684-02,5,0,4,3,3,3,1,1,1,3,3
60003688-01,3,3,2,3,3,3,3,1,1,2,2
60003692-03,5,2,3,3,3,3,3,3,3,4,4
60003699-01,3,4,3,2,2,1,2,1,1,4,4
60003702-01,1,2,4,1,1,1,1,1,1,1,2
60003708-01,3,2,3,2,2,2,2,1,2,3,2
60003712-01,2,3,4,3,3,3,3,1,1,3,2
60003713-01,2,4,3,3,1,3,3,1,1,-9,-9
60003716-01,3,2,2,3,3,2,2,1,1,3,3
60003717-01,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60003719-01,4,3,2,1,3,3,3,1,1,2,3
60003721-02,2,4,3,1,1,1,1,1,1,1,2
60003722-02,4,2,2,1,1,1,3,1,1,2,2
60003725-01,3,2,2,-9,-9,-9,-9,1,-9,2,2
60003727-01,4,2,2,2,1,1,2,1,1,3,2
60003730-02,5,2,3,2,1,2,2,1,2,3,4
60003733-01,1,0,0,2,2,2,2,2,2,4,4
60003736-03,4,3,3,1,1,1,1,1,1,2,2
60003739-01,1,3,2,-9,1,-9,-9,1,1,4,4
60003743-02,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
60003746-01,5,2,3,1,1,1,1,1,1,1,2
60003754-02,3,0,3,2,1,2,2,1,1,2,2
60003757-03,3,2,1,2,3,1,1,1,3,4,4
60003760-01,5,3,4,2,3,1,1,1,1,3,2
60003762-02,4,2,2,3,3,3,3,1,1,3,2
60003768-01,3,1,2,3,3,1,1,1,1,3,2
60003774-01,4,5,5,1,3,3,3,1,1,2,3
60003775-01,5,1,3,3,1,1,3,1,1,3,2
60003776-01,3,0,5,1,1,1,1,1,1,1,4
60003780-01,5,2,2,1,1,1,1,1,1,1,-5
60003785-01,1,0,6,1,1,1,1,1,1,2,2
60003787-01,5,0,2,1,3,3,3,1,1,3,3
60003790-01,3,3,3,3,3,3,3,1,1,2,3
60003795-01,5,2,3,-9,-9,-9,-9,-9,-9,-9,-9
60003797-02,4,3,3,-9,-9,1,1,1,-9,3,3
60003803-02,4,1,2,1,1,3,3,1,3,2,2
60003808-03,3,3,3,1,1,1,3,1,3,2,2
60003819-01,3,1,1,3,3,3,3,1,3,3,2
60003821-01,3,-5,-5,1,1,1,1,1,1,1,2
60003822-01,2,4,2,1,1,1,1,1,1,-9,2
60003823-01,2,0,4,1,1,3,3,1,1,2,2
60003828-01,4,3,3,1,1,2,1,1,1,2,1
60003835-01,3,5,6,1,1,1,1,1,1,1,3
60003836-01,2,1,1,3,3,1,1,1,1,2,2
60003838-01,3,3,2,1,1,1,3,1,1,1,2
60003839-01,5,2,1,1,1,1,2,1,1,3,2
60003841-01,3,2,3,2,3,1,3,1,1,4,2
60003843-01,5,1,1,1,1,1,1,1,1,3,2
60003844-01,4,1,1,1,1,1,1,1,1,2,2
60003846-01,3,3,4,3,2,3,2,1,1,2,2
60003848-03,4,2,3,3,3,3,3,1,1,3,2
60003854-01,3,3,3,3,3,1,3,1,1,3,3
60003856-02,2,4,4,2,1,1,2,1,1,3,2
60003861-01,4,2,1,1,1,1,1,1,1,2,2
60003868-01,3,0,2,1,1,1,1,1,1,2,2
60003869-01,3,3,3,3,1,3,3,1,3,2,3
60003878-01,2,3,3,1,1,1,3,1,1,2,2
60003883-01,5,2,3,3,1,1,1,1,2,1,1
60003886-01,5,1,2,3,3,2,-9,1,1,4,2
60003889-01,4,4,2,-9,-9,-9,-9,1,-9,-9,-9
60003890-01,5,2,2,1,1,1,1,1,1,1,2
60003892-01,2,2,2,2,1,1,2,1,1,3,2
60003895-02,5,6,5,2,1,1,3,1,1,4,1
60003898-02,4,1,3,3,1,1,1,1,3,4,3
60003904-03,5,1,3,3,3,3,3,1,3,3,3
60003910-03,4,4,3,1,1,3,1,1,1,3,2
60003913-01,2,3,5,1,1,1,1,1,1,1,3
60003918-01,3,4,3,3,2,1,1,1,1,3,2
60003919-01,5,4,5,1,1,1,1,1,1,2,2
60003920-02,3,2,1,3,3,3,3,3,3,3,3
60003922-01,5,1,2,1,1,1,1,1,1,2,4
60003925-01,3,3,3,1,1,1,1,1,1,2,3
60003930-01,5,2,2,1,1,2,1,1,1,1,4
60003931-02,4,2,2,2,1,1,1,1,1,3,2
60003935-01,5,1,1,1,2,1,1,1,1,3,2
60003937-02,2,3,4,1,1,1,3,1,1,1,3
60003942-01,3,4,4,3,1,3,3,1,1,3,3
60003944-01,3,2,1,2,2,1,2,1,1,3,4
60003945-01,3,4,3,3,3,1,1,1,1,3,2
60003948-03,4,2,1,2,2,2,2,1,2,4,3
60003953-01,3,2,3,1,1,1,1,1,1,1,3
60003954-01,2,3,4,1,1,1,1,1,1,2,3
60003955-01,2,2,4,1,1,2,3,1,1,1,4
60003957-02,5,1,2,2,3,3,3,1,1,4,2
60003958-01,3,0,1,1,1,1,1,1,1,2,3
60003962-01,5,0,0,3,3,3,3,1,1,3,2
60003964-02,3,3,4,-9,-9,-9,-9,-9,-9,2,-9
60003966-01,2,5,6,3,3,3,3,3,3,-9,-9
60003971-01,5,3,3,3,1,3,2,1,1,2,1
60003975-01,5,4,4,1,1,1,1,1,1,1,2
60003976-02,3,5,5,1,1,1,1,1,1,2,4
60003979-01,5,2,1,-9,1,1,-9,1,1,4,2
60003990-01,3,1,1,2,1,1,2,1,2,4,4
60003991-01,2,1,2,3,3,3,2,1,3,2,2
60003994-01,1,4,3,3,1,1,1,1,1,2,3
60003996-02,2,3,4,1,1,1,1,1,1,1,2
60004000-01,3,3,3,2,3,1,3,1,1,2,2
60004001-02,5,1,1,1,3,3,3,1,3,1,4
60004002-02,3,3,4,1,1,1,2,1,1,2,3
60004003-01,5,3,3,2,2,2,2,1,2,3,3
60004008-02,5,3,3,3,1,1,1,1,1,4,2
60004011-01,3,1,1,2,-9,1,1,1,1,3,2
60004014-01,4,1,0,2,3,3,3,1,1,-9,4
60004016-03,4,2,3,2,1,2,1,1,1,3,2
60004019-01,1,2,3,1,1,1,1,1,1,1,1
60004023-01,5,3,2,3,1,1,1,1,1,3,4
60004025-01,2,2,2,1,1,1,1,1,1,2,1
60004026-02,2,3,5,1,1,1,1,1,1,1,4
60004027-01,5,1,3,2,2,2,1,2,1,4,4
60004034-01,3,2,3,3,1,1,3,3,1,2,4
60004035-01,3,1,1,1,1,1,3,1,1,2,2
60004039-03,3,2,3,2,3,1,2,1,1,2,2
60004041-01,5,2,2,3,1,3,3,1,3,2,2
60004047-02,5,2,2,1,1,1,1,1,1,2,4
60004051-01,2,2,1,1,1,1,1,1,1,2,4
60004052-01,3,3,3,1,1,1,1,1,1,1,3
60004053-01,5,2,2,1,3,3,3,1,1,2,3
60004063-01,5,1,2,2,2,1,2,1,1,3,2
60004064-01,5,2,2,3,3,3,3,1,3,3,2
60004068-02,3,0,3,3,3,3,3,1,3,3,3
60004071-03,3,1,2,3,2,1,3,1,1,3,3
60004073-01,4,4,4,1,2,1,1,1,1,2,2
60004079-02,3,0,2,1,1,1,1,1,1,1,1
60004086-01,4,1,1,3,1,1,3,1,1,2,2
60004087-01,4,3,3,2,1,1,1,1,1,4,3
60004093-01,4,3,3,3,1,3,3,1,1,2,2
60004096-02,4,2,2,1,2,2,2,1,1,2,2
60004097-01,2,2,2,1,3,1,3,1,3,1,2
60004099-01,5,1,1,1,1,1,1,1,1,1,4
60004102-01,5,5,4,1,1,1,1,1,1,1,1
60004109-01,5,3,3,3,3,3,3,1,1,4,2
60004110-01,3,3,2,3,3,1,3,1,1,3,3
60004111-03,4,3,3,3,3,3,3,1,3,3,2
60004112-01,3,1,3,2,2,2,2,1,3,4,2
60004117-01,5,3,3,3,3,3,3,1,2,-9,4
60004126-01,4,1,4,3,1,1,1,1,2,4,2
60004130-02,5,3,2,2,2,2,2,2,2,4,4
60004137-01,5,4,3,3,3,-9,3,1,3,2,2
60004138-01,1,3,5,3,1,1,2,1,1,-9,2
60004146-01,3,3,2,-9,1,1,-9,1,1,2,4
60004147-01,2,3,4,2,1,1,1,1,2,3,2
60004148-01,3,4,4,1,1,1,1,1,1,2,2
60004150-01,3,1,2,1,1,1,1,1,1,1,4
60004154-01,3,3,5,1,2,1,2,1,1,1,2
60004164-03,2,3,3,1,1,1,1,1,1,1,4
60004165-01,3,1,2,2,1,1,1,1,1,2,3
60004166-01,3,3,4,3,3,3,3,1,1,2,2
60004172-01,3,3,6,2,2,1,2,1,1,3,2
60004174-01,3,3,3,1,1,3,3,1,1,1,3
60004175-01,2,3,3,1,1,1,1,1,1,1,2
60004180-01,2,3,2,2,1,1,3,1,1,3,2
60004181-01,3,2,2,2,2,2,2,1,1,2,2
60004182-01,4,6,3,1,3,3,3,1,1,1,2
60004184-01,2,2,3,1,1,1,1,1,1,2,3
60004185-01,3,3,3,1,1,1,1,1,1,2,3
60004191-01,3,-9,-9,2,2,2,2,2,2,-9,-9
60004192-01,3,1,6,3,3,3,3,1,1,3,3
60004193-01,2,3,3,1,1,1,1,1,1,1,2
60004195-01,2,2,4,3,1,1,3,1,3,2,4
60004197-01,1,4,4,1,1,1,1,1,1,2,3
60004206-01,3,2,4,1,1,3,1,1,1,2,2
60004208-01,4,2,3,2,2,2,3,1,1,3,3
60004209-01,2,3,1,1,3,2,3,1,3,2,3
60004220-01,5,3,0,2,2,1,1,1,2,3,3
60004227-01,3,3,3,3,3,3,3,1,1,2,2
60004231-02,5,1,1,3,3,1,1,1,3,-9,2
60004234-01,1,0,4,1,1,1,1,1,1,2,3
60004235-02,3,5,4,3,3,3,3,1,1,3,2
60004236-02,5,4,3,2,1,1,2,1,1,3,2
60004239-03,4,3,2,3,3,3,3,1,1,2,2
60004241-01,5,2,2,3,3,1,3,1,1,2,2
60004244-02,3,3,3,2,2,2,2,1,1,3,2
60004245-02,3,3,4,2,3,3,3,1,2,1,1
60004250-02,2,1,2,3,3,1,3,1,1,2,1
60004253-01,4,3,3,3,1,1,3,1,3,2,3
60004256-03,3,2,1,-9,1,1,1,1,1,2,2
60004257-02,3,3,3,3,3,3,3,1,2,4,3
60004259-01,3,1,3,3,3,3,3,1,1,3,1
60004261-01,5,2,2,2,2,3,3,1,1,3,2
60004262-01,3,0,2,3,3,3,3,1,1,3,1
60004264-01,1,3,5,3,2,2,2,1,1,4,3
60004265-02,3,1,5,1,1,1,1,1,1,2,2
60004271-02,3,1,2,-9,1,-9,-9,1,1,3,3
60004278-01,3,2,1,1,3,3,3,1,3,1,3
60004283-01,1,1,5,3,1,1,3,1,1,3,2
60004286-01,2,3,3,1,1,3,3,1,3,2,3
60004287-02,5,2,3,3,1,1,1,1,1,3,3
60004290-03,5,3,4,1,-9,-9,-9,1,1,2,1
60004292-01,5,3,4,1,1,1,1,1,1,2,3
60004293-01,3,1,1,1,1,1,1,1,1,1,3
60004297-01,5,0,0,3,3,3,3,1,3,4,4
60004300-02,2,2,3,1,1,1,1,1,1,1,3
60004309-01,2,2,4,1,1,-9,3,1,1,1,3
60004311-02,3,5,4,-9,-9,-9,-9,3,-9,-9,1
60004316-03,4,4,4,1,1,1,1,1,1,1,1
60004318-01,3,3,3,3,3,3,3,3,3,2,2
60004323-02,1,3,2,1,1,1,1,1,1,1,1
60004325-01,3,2,2,2,2,1,2,1,2,4,2
60004326-01,3,3,3,1,1,1,3,1,1,1,3
60004327-01,5,3,2,1,1,1,3,1,1,2,3
60004330-02,4,2,1,3,3,3,3,1,3,3,3
60004335-01,3,5,4,2,2,2,2,1,1,3,2
60004342-01,4,2,3,3,1,3,3,1,3,3,3
60004344-03,5,2,2,3,3,1,3,1,3,2,2
60004346-02,5,3,1,2,1,3,1,1,1,4,4
60004350-03,5,3,3,-9,1,1,-9,1,-9,-9,2
60004354-01,3,2,3,2,2,1,2,1,1,4,2
60004355-01,4,3,2,1,1,1,1,1,1,1,2
60004357-01,3,4,2,1,1,1,2,1,1,2,3
60004358-02,2,2,3,1,1,1,2,1,1,1,3
60004362-01,3,3,1,1,1,1,2,1,1,2,1
60004365-03,1,1,3,1,2,1,1,1,1,1,4
60004369-01,4,3,3,2,2,1,1,1,1,3,2
60004371-01,5,3,2,1,1,1,1,1,1,1,2
60004378-01,3,2,3,1,1,1,1,1,1,2,2
60004382-01,5,0,0,2,2,1,2,1,2,4,2
60004387-01,4,4,3,3,1,3,3,1,3,2,2
60004388-01,2,2,3,2,1,1,1,1,1,3,3
60004389-01,3,3,4,1,1,3,3,1,1,2,3
60004391-01,2,3,3,1,1,1,1,1,1,2,2
60004394-01,2,2,3,2,2,1,2,1,1,3,2
60004396-02,5,3,3,3,1,1,3,1,2,4,1
60004397-01,5,1,2,3,1,1,1,1,1,2,2
60004401-03,3,4,4,1,2,1,2,1,1,1,2
60004403-01,3,3,3,2,2,2,2,2,2,3,3
60004411-01,3,3,1,1,1,1,1,1,1,2,2
60004413-01,2,2,1,1,1,1,1,1,1,2,3
60004417-01,5,2,2,1,3,1,3,1,1,3,3
60004423-02,3,3,3,2,2,2,2,2,2,4,3
60004425-01,2,4,4,1,1,1,1,1,1,1,4
60004426-01,2,1,3,1,-9,1,1,1,1,2,2
60004430-02,2,2,1,-9,-9,1,-9,1,1,3,1
60004432-02,5,2,1,3,3,1,1,1,1,2,3
60004433-01,2,0,3,1,1,1,2,1,1,1,1
60004435-03,3,1,3,1,2,2,2,1,1,2,2
60004437-01,4,2,4,3,3,3,3,1,1,4,3
60004438-01,2,4,3,1,1,3,3,1,1,2,1
60004443-01,5,0,1,3,3,3,3,1,3,3,2
60004444-02,2,2,6,1,1,2,3,1,1,2,2
60004445-02,2,3,2,3,2,3,3,1,1,2,2
60004451-02,1,1,1,3,1,1,3,1,1,3,3
60004452-01,4,2,1,3,3,1,3,1,3,3,3
60004458-01,4,2,6,1,1,3,1,1,1,3,3
60004459-02,5,2,2,-9,-9,-9,-9,1,1,4,2
60004460-01,5,2,1,2,1,2,3,1,1,3,3
60004462-01,3,2,4,1,1,2,2,1,1,1,2
60004465-03,3,3,1,3,3,-9,2,1,2,2,3
60004471-01,4,2,3,1,1,2,1,1,1,1,1
60004472-03,4,3,3,2,3,2,2,1,1,3,4
60004478-02,2,1,3,2,2,2,2,2,2,1,1
60004489-01,3,3,2,1,1,1,1,1,1,1,1
60004493-02,3,1,4,3,3,3,2,1,1,2,3
60004495-01,3,2,2,2,1,1,1,1,1,2,2
60004498-02,5,3,3,3,3,3,3,1,3,-9,-9
60004501-01,3,3,2,3,3,3,1,1,1,2,3
60004502-01,5,3,3,3,1,1,1,1,1,2,1
60004503-01,3,3,3,2,3,3,3,1,1,3,2
60004509-01,3,0,3,1,1,1,1,1,1,1,2
60004515-02,2,3,3,3,2,1,2,1,1,3,3
60004516-01,5,3,4,3,1,1,1,1,1,2,2
60004517-01,4,4,3,3,3,3,3,1,1,2,3
60004518-01,2,3,3,3,3,1,1,1,1,3,2
60004519-02,2,3,4,2,2,1,2,1,1,3,2
60004521-01,2,3,3,1,1,1,1,1,1,2,1
60004527-01,3,2,4,-9,-9,-9,-9,1,-9,2,3
60004528-01,5,3,3,1,1,1,2,1,1,2,1
60004530-01,4,1,3,3,1,1,2,1,1,3,2
60004532-01,3,1,3,3,3,3,3,1,1,2,1
60004536-01,3,1,2,3,3,3,3,1,1,3,2
60004537-01,3,2,1,3,1,1,3,1,1,2,2
60004542-01,5,1,3,3,1,1,2,1,1,4,3
60004549-01,3,4,2,1,1,1,1,1,1,1,-9
60004551-01,4,3,3,-9,-9,-9,-9,1,-9,3,-9
60004555-01,3,1,3,2,1,1,2,1,1,3,2
60004557-01,5,2,2,1,1,1,1,1,1,2,4
60004558-01,2,4,3,3,1,3,3,1,1,3,1
60004559-02,5,3,4,2,1,2,2,1,1,3,2
60004565-01,5,3,4,-9,-9,1,-9,1,-9,3,2
60004566-01,4,3,3,2,2,2,2,1,1,4,1
60004567-01,5,1,2,1,1,1,1,1,1,2,3
60004569-02,3,2,3,3,1,2,3,1,1,2,3
60004572-01,5,-9,-9,-9,-9,-9,-9,1,-9,-9,-9
60004573-01,1,4,3,-9,-9,-9,-9,-9,-9,-9,-9
60004575-01,5,1,2,3,1,1,1,1,1,2,3
60004576-01,5,0,0,1,1,1,1,1,1,2,3
60004587-01,2,3,3,1,1,1,1,1,1,1,2
60004588-01,4,5,2,2,2,1,1,1,1,4,1
60004592-01,4,1,2,1,-9,-9,1,1,1,1,2
60004594-01,3,3,2,-9,-9,1,-9,1,1,3,3
60004600-01,3,3,3,3,3,3,3,1,1,2,2
60004611-01,2,3,4,2,2,2,2,1,2,4,2
60004612-01,2,2,4,1,1,1,2,1,1,2,2
60004619-02,4,4,4,2,1,2,2,1,1,3,2
60004626-02,5,3,3,-9,-9,-9,-9,1,-9,-9,1
60004632-03,2,3,5,1,1,1,1,1,1,1,2
60004633-01,4,3,2,3,3,3,1,1,1,3,2
60004644-02,4,5,5,1,1,1,2,1,1,1,4
60004646-02,2,0,2,1,1,1,1,1,1,1,4
