PersonID,SeekHealthInfo,WhereSeekHealthInfo,WhoLookingFor,LotOfEffort,Frustrated,ConcernedQuality,TooHardUnderstand,ConfidentGetHealthInf,TrustDoctor,TrustFamily,TrustNewsMag,TrustRadio,TrustInternet,TrustTelevision,TrustGov,TrustCharities,TrustReligiousOrgs,StrongNeedHealthInfo,StrongNeedHealthInfo_OS,SeekCancerInfo,InternetCancerInfoSelf
60005568-01,2,-2,-2,-2,-2,-2,-2,3,1,2,3,4,3,1,2,3,2,6,-1,2,2
60005570-01,1,6,1,4,4,3,3,2,2,3,2,3,3,2,2,4,4,6,-1,2,2
60005576-01,1,6,1,3,3,3,3,2,1,2,2,3,3,3,2,2,3,6,-1,1,2
60005578-01,1,7,1,3,4,4,4,2,1,2,3,4,2,3,1,3,3,7,-1,2,2
60005584-01,1,7,1,2,2,3,3,2,1,2,-9,3,1,2,1,1,2,7,-1,1,2
60005587-01,1,7,1,4,4,4,4,2,1,2,2,3,2,3,2,3,4,7,-1,1,1
60005611-01,1,4,1,4,4,4,4,1,1,1,2,3,2,3,1,2,3,4,-1,2,2
60005614-01,1,6,1,2,3,2,3,1,1,3,3,4,2,4,4,4,4,6,-1,1,2
60005623-01,1,6,1,4,4,4,4,2,1,2,2,2,3,3,2,3,3,4,-1,2,2
60005625-01,1,7,3,2,2,2,2,4,2,4,3,3,2,3,2,2,3,6,-1,1,2
60005634-01,1,7,3,4,4,3,4,1,2,4,4,4,2,3,1,3,3,6,-1,2,2
60005650-03,1,2,1,3,3,3,3,2,2,3,3,4,3,3,2,3,3,6,-1,1,2
60005651-01,1,7,1,2,2,1,2,4,1,2,4,4,3,2,2,2,2,6,-1,2,2
60005652-01,1,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,-1,2,2
60005662-01,1,7,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,7,-1,2,2
60005669-02,2,-1,-1,-1,-1,-1,-1,2,1,1,4,4,4,4,4,4,4,7,-1,2,1
60005671-01,1,2,1,2,-9,-9,-9,2,1,-9,2,-9,-9,-9,-9,-9,-9,6,-1,2,2
60005673-02,1,7,3,3,2,4,4,3,1,3,2,2,2,2,1,3,3,7,-1,1,2
60005674-01,1,7,2,4,4,2,3,1,1,3,2,2,2,2,1,2,3,7,-1,2,2
60005682-01,1,7,1,4,4,1,4,1,1,2,2,2,1,2,2,3,3,6,-1,1,2
60005689-02,1,7,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,7,-1,1,1
60005692-01,1,7,1,2,2,2,2,3,1,1,2,2,2,2,1,2,2,7,-1,2,2
60005696-01,1,7,-9,2,1,2,3,4,2,3,4,4,4,4,4,2,2,-5,-1,1,2
60005699-01,1,6,3,4,4,1,4,1,1,3,2,4,2,4,2,4,4,6,-1,1,1
60005711-01,1,7,2,3,3,3,3,2,1,2,3,3,1,3,2,2,3,7,-1,1,2
60005720-01,1,6,1,4,3,2,4,1,1,2,3,3,2,2,2,2,4,6,-1,1,2
60005724-01,2,-1,-1,-1,-1,-1,-1,1,1,2,2,2,1,1,1,2,2,6,-1,2,2
60005731-01,2,-2,-2,-2,-2,-2,-2,3,2,4,4,4,3,4,4,3,3,7,-1,2,2
60005732-02,1,7,1,4,4,4,4,1,1,-9,2,2,1,3,1,4,4,6,-1,1,1
60005735-02,1,7,1,2,2,2,2,3,2,2,3,3,2,3,3,3,3,7,-1,1,2
60005743-01,1,7,3,1,4,1,2,4,2,3,4,4,2,4,2,4,4,7,-1,1,2
60005748-01,1,7,1,3,2,1,3,2,1,3,3,3,2,4,1,2,3,7,-1,1,1
60005752-02,1,2,1,3,2,3,3,2,1,2,2,4,2,2,2,4,4,6,-1,1,2
60005753-01,1,7,1,4,4,2,4,2,2,2,3,4,1,3,2,3,3,7,-1,2,2
60005755-03,2,-1,-1,-1,-1,-1,-1,2,1,1,-9,-9,-9,1,1,-9,-9,6,-1,2,2
60005758-01,1,7,2,2,3,2,3,2,1,2,3,3,2,3,2,2,3,7,-1,1,2
60005760-01,1,7,2,3,4,2,4,1,1,2,2,3,2,4,1,2,4,6,-1,1,2
60005761-01,1,7,1,2,2,2,3,3,1,2,4,4,2,4,2,3,3,7,-1,2,2
60005762-01,1,-5,3,3,4,3,3,3,1,2,3,3,3,2,2,3,2,6,-1,2,2
60005764-01,1,6,1,2,2,2,2,2,1,2,2,2,3,2,2,2,2,6,-1,1,1
60005768-01,1,7,2,3,4,4,4,1,1,3,3,3,1,3,1,2,3,7,-1,1,2
60005779-01,1,7,1,3,3,3,3,2,1,2,3,3,1,4,2,2,4,7,-1,1,2
60005786-02,1,6,3,4,1,1,4,2,1,2,3,3,1,1,1,4,2,5,-1,2,2
60005787-01,1,7,1,4,4,4,4,2,1,3,2,2,1,2,2,3,3,7,-1,1,2
60005792-01,1,7,1,4,4,3,4,1,1,3,3,3,2,4,2,3,4,7,-1,1,2
60005793-01,1,7,3,3,3,2,3,3,1,2,3,3,3,3,3,3,3,7,-1,1,2
60005796-01,1,2,1,2,3,3,4,2,2,3,2,2,1,1,1,3,2,4,-1,1,2
60005799-01,2,-1,-1,-1,-1,-1,-1,2,1,2,2,2,1,2,3,2,2,7,-1,2,2
60005801-01,1,7,1,3,3,2,4,3,2,2,4,4,3,4,3,3,4,7,-1,2,2
60005810-01,1,-5,3,3,4,4,4,2,1,3,2,-9,-9,2,2,-9,-9,6,-1,1,2
60005813-01,1,6,1,1,-9,1,-9,5,3,3,3,3,3,3,3,3,4,6,-1,2,2
60005814-01,2,-1,-1,-1,-1,-1,-1,1,1,1,2,2,4,2,1,3,2,6,-1,2,2
60005815-01,1,7,1,3,3,3,3,3,2,2,2,3,2,3,2,2,2,6,-1,1,2
60005816-01,1,9,1,3,2,3,3,4,2,3,2,4,4,3,2,3,4,6,-1,1,2
60005821-01,1,-5,1,2,3,1,4,2,1,3,3,3,3,3,1,3,3,7,-1,1,1
60005825-01,1,6,3,3,4,3,4,2,2,2,2,2,2,2,2,2,2,6,-1,1,2
60005830-02,1,7,1,2,3,2,2,3,2,3,4,4,2,3,2,4,3,6,-1,1,2
60005833-02,1,7,1,1,1,1,1,3,1,2,2,2,2,4,2,4,4,6,-1,1,2
60005835-01,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,1,2
60005836-02,1,7,3,4,4,4,4,1,2,3,3,3,1,1,3,3,3,7,-1,1,1
60005839-01,1,7,3,4,4,2,4,5,4,1,1,1,1,1,2,2,2,7,-1,1,1
60005844-01,1,7,2,2,2,2,2,3,1,2,2,3,2,2,1,1,2,6,-1,1,1
60005850-01,1,7,1,3,3,3,3,3,2,3,4,4,3,4,3,4,4,7,-1,1,1
60005851-02,1,7,3,4,4,4,4,2,1,2,2,2,2,2,1,2,2,7,-1,1,1
60005860-01,1,-5,3,3,3,3,3,1,3,2,4,4,1,1,1,3,2,7,-1,2,2
60005866-01,1,-5,1,2,2,3,2,3,2,3,3,2,3,3,2,2,3,6,-1,2,2
60005873-01,1,7,1,2,3,3,3,2,2,3,3,3,3,3,3,3,3,6,-1,2,2
60005877-02,1,7,1,3,4,3,4,3,1,2,3,3,2,3,3,4,4,8,-1,1,1
60005880-01,1,7,1,2,3,1,4,2,2,2,4,4,2,3,2,3,3,6,-1,1,2
60005882-01,1,-5,3,1,1,2,2,3,1,1,2,3,2,3,3,3,4,7,-1,1,1
60005883-01,1,7,3,2,2,2,2,3,1,2,4,4,2,3,2,2,3,6,-1,1,2
60005886-01,1,1,3,3,3,4,4,2,1,4,2,2,2,2,1,2,4,7,-1,2,2
60005891-02,2,-1,-1,-1,-1,-1,-1,2,1,3,3,3,2,2,2,3,3,6,-1,2,2
60005899-03,1,6,1,3,3,3,3,3,1,3,2,4,2,3,2,3,3,6,-1,1,2
60005904-01,1,6,1,4,4,1,4,1,1,2,2,2,1,2,1,2,3,6,-1,1,1
60005906-01,1,-5,3,1,1,2,2,4,2,2,3,3,2,4,2,2,3,7,-1,1,2
60005909-01,1,7,1,3,4,2,2,2,1,2,2,3,2,2,1,1,2,7,-1,2,2
60005911-01,1,7,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,-1,1,2
60005916-01,1,7,1,2,2,2,2,3,1,2,2,2,2,2,1,2,4,7,-1,2,2
60005917-01,1,7,1,4,4,4,4,2,1,3,3,4,2,3,1,2,4,7,-1,1,2
60005918-02,2,-1,-1,-1,-1,-1,-1,3,1,3,4,4,4,4,2,3,2,6,-1,2,2
60005923-01,1,7,1,4,4,4,4,1,2,2,2,2,2,2,2,2,4,7,-1,2,2
60005949-01,1,7,1,4,3,2,3,2,1,3,3,4,2,3,4,4,4,6,-1,1,2
60005950-01,1,6,1,2,3,3,2,3,1,2,4,4,4,3,2,3,4,6,-1,2,2
60005969-01,1,7,1,4,4,2,4,1,2,3,2,3,1,2,1,2,2,6,-1,1,2
60005973-02,1,6,1,1,4,1,1,1,1,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,1,1
60005975-01,1,7,1,2,2,2,3,3,2,3,2,3,2,4,2,2,3,7,-1,1,1
60005979-02,1,2,3,3,3,3,2,4,2,3,3,3,-9,3,2,3,3,6,-1,1,2
60005980-01,2,-1,-1,-2,-2,-2,-2,3,1,3,3,4,4,4,2,4,4,6,-1,2,2
60005981-01,2,-1,-1,-1,-1,-1,-1,2,1,2,3,4,4,3,3,4,3,6,-1,2,2
60005984-01,1,7,1,4,4,4,4,2,1,2,2,3,2,3,1,2,2,7,-1,1,1
60005992-01,1,6,1,4,4,1,4,1,1,3,2,2,2,3,2,3,3,6,-1,2,2
60005993-01,2,-1,-1,-1,-1,-1,-1,2,1,2,2,2,2,2,2,2,2,-5,-1,1,2
60006005-01,1,7,3,4,4,1,4,1,2,3,2,3,1,3,1,2,3,7,-1,1,2
60006008-01,1,7,1,3,1,2,3,3,1,3,1,2,2,3,2,4,4,7,-1,1,2
60006009-01,2,-1,-1,-1,-1,-1,-1,2,2,3,2,2,2,2,2,3,2,6,-1,2,2
60006010-01,1,6,1,1,2,2,2,2,2,4,4,4,3,3,2,3,3,6,-1,2,2
60006018-01,1,7,3,2,3,2,4,1,1,3,3,4,2,3,2,3,4,6,-1,1,2
60006020-01,1,4,1,4,4,3,2,3,1,2,2,4,4,3,2,3,2,4,-1,2,2
60006029-01,1,7,3,2,1,1,1,4,2,2,3,3,2,3,3,3,3,7,-1,2,2
60006037-01,1,9,3,2,2,2,2,3,2,2,2,-9,-9,-9,2,-9,3,1,-1,2,2
60006044-01,1,6,1,4,4,4,4,1,1,3,-9,4,4,4,4,4,4,6,-1,2,2
60006045-01,1,7,2,4,4,2,4,1,1,2,2,2,2,2,2,2,2,6,-1,1,2
60006047-01,1,7,2,4,2,4,4,1,1,3,3,3,3,4,2,4,4,7,-1,1,2
60006049-02,1,7,1,3,4,2,3,2,2,3,4,4,-9,4,2,4,4,7,-1,2,2
60006052-01,1,7,2,4,4,4,4,1,1,3,3,4,1,3,3,4,4,7,-1,1,2
60006059-01,1,-5,3,4,4,4,4,1,2,4,2,4,1,4,2,4,4,7,-1,2,2
60006064-01,1,7,1,4,4,4,4,2,1,3,2,2,1,1,1,2,3,7,-1,2,2
60006066-01,1,7,3,2,2,3,3,2,1,2,3,3,2,2,2,4,4,7,-1,2,2
60006073-01,2,-1,-1,-1,-1,-1,-1,2,1,2,3,3,3,3,3,3,3,6,-1,2,2
60006077-01,1,7,1,3,3,2,3,1,2,4,3,4,2,2,2,4,4,6,-1,2,2
60006079-01,1,7,1,1,2,2,3,3,2,3,2,4,2,4,3,3,4,7,-1,2,2
60006084-02,1,7,1,2,3,2,2,4,1,3,3,4,2,3,1,3,4,7,-1,2,2
60006087-01,1,7,3,4,4,4,4,1,1,2,2,2,2,2,1,1,2,7,-1,2,2
60006094-02,1,9,2,2,2,1,1,4,1,2,3,4,3,3,4,3,3,6,-1,1,1
60006102-01,1,7,1,2,3,3,2,3,1,3,3,4,3,3,2,3,4,7,-1,2,2
60006106-01,1,7,1,4,4,2,4,2,1,2,3,3,2,3,2,3,3,7,-1,1,2
60006127-01,1,6,3,3,3,2,3,2,1,2,2,3,3,2,1,2,1,7,-1,1,1
60006129-01,1,7,3,4,4,4,4,1,2,3,3,3,2,3,4,3,4,6,-1,1,2
60006136-02,1,7,2,4,4,4,4,1,1,2,2,2,1,2,1,2,2,7,-1,1,1
60006140-01,1,7,2,2,2,2,2,3,2,3,3,3,2,3,2,2,3,6,-1,1,2
60006146-03,2,-1,-1,-1,-1,-1,-1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-6,2,2
60006147-01,1,7,1,2,1,2,2,3,1,2,3,3,3,3,3,3,3,6,-1,1,1
60006149-02,1,7,2,3,4,3,3,2,1,2,3,3,2,-9,3,3,3,7,-1,1,2
60006163-01,2,-1,-1,-1,-1,-1,-1,1,2,1,2,2,2,2,2,2,2,6,-1,1,2
60006164-01,1,7,3,4,4,3,3,2,3,3,2,2,1,3,3,2,2,7,-1,1,2
60006170-02,1,7,1,1,2,3,4,3,1,2,2,2,2,2,1,1,4,7,-1,2,2
60006171-01,1,-9,-9,-9,-9,-9,-9,2,2,3,3,3,3,3,2,3,3,7,-1,2,2
60006173-01,1,-5,1,2,2,2,2,1,1,2,2,2,2,1,2,4,3,-5,-1,1,2
60006174-03,1,2,1,3,-9,1,2,2,2,3,2,2,2,2,2,2,2,6,-1,2,2
60006175-01,1,7,3,2,2,2,3,3,1,3,3,3,2,3,2,2,4,7,-1,2,2
60006183-01,2,-1,-1,-1,-1,-1,-1,3,3,1,3,3,3,2,2,2,2,12,-1,2,2
60006188-01,2,-1,-1,-1,-1,-1,-1,2,2,-9,-9,-9,-9,-9,-9,-9,-9,7,-1,1,2
60006194-03,1,6,1,2,2,3,-9,3,2,3,4,4,3,4,2,4,4,6,-1,2,2
60006202-01,1,-5,1,4,4,4,4,1,1,3,2,2,1,-5,2,2,2,7,-1,2,2
60006204-01,1,7,3,2,2,3,3,3,1,4,4,4,2,4,3,4,4,7,-1,1,2
60006205-02,1,7,2,2,3,2,2,5,2,2,4,4,3,4,2,4,4,7,-1,1,2
60006206-02,2,-1,-1,-1,-1,-1,-1,2,1,2,2,2,2,2,2,2,2,6,-1,2,2
60006218-01,1,6,1,-9,-9,-9,-9,1,1,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,2,2
60006228-01,1,1,3,-9,-9,-9,1,4,-9,-9,-9,-9,3,-9,-9,-9,-9,7,-1,2,2
60006230-01,1,7,1,3,3,3,3,3,1,2,2,2,2,2,2,3,3,6,-1,1,2
60006239-01,1,-5,3,4,4,4,4,-9,1,3,-9,1,1,1,1,1,1,7,-1,1,1
60006242-01,1,7,1,3,3,2,3,3,1,3,3,2,3,-9,1,4,4,7,-1,2,2
60006243-02,1,-5,1,3,3,2,3,2,1,2,3,4,2,3,3,3,3,7,-1,2,2
60006253-01,2,-1,-1,-1,-1,-1,-1,3,2,3,4,4,2,3,2,4,2,6,-1,2,2
60006255-02,2,-2,-2,-2,-2,-2,-2,5,2,1,4,4,4,4,4,4,4,-9,-6,2,2
60006258-01,2,-1,-1,-1,-1,-1,-1,3,2,3,3,3,3,3,3,3,3,6,-1,2,2
60006260-01,2,-1,-1,-1,-1,-1,-1,1,1,2,4,4,4,4,2,4,4,6,-1,2,2
60006261-01,1,6,1,3,2,1,3,2,1,2,4,3,4,2,1,3,1,6,-1,2,2
60006263-02,1,7,2,2,2,3,3,2,1,2,2,2,2,2,2,2,2,6,-1,1,2
60006276-01,1,5,1,3,2,2,2,3,1,2,3,3,2,2,2,2,2,2,-1,2,2
60006277-02,2,-1,-1,-1,-1,-1,-1,2,2,3,2,2,2,2,2,2,2,4,-1,1,2
60006281-01,1,7,2,3,3,3,4,2,1,3,4,3,2,3,2,2,3,7,-1,1,2
60006289-01,1,-5,3,2,2,2,3,3,2,3,2,3,2,3,1,2,3,1,-1,1,2
60006290-02,2,-1,-1,-1,-1,-1,-1,2,1,2,4,3,2,2,2,3,3,6,-1,2,2
60006295-01,1,10,2,1,-9,-9,-9,3,1,2,3,3,2,2,2,2,2,6,-1,2,2
60006296-02,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,-1,2,2
60006299-02,1,-5,1,1,1,1,1,2,3,4,4,4,4,4,4,4,4,-9,-6,2,2
60006300-01,1,7,1,4,4,2,4,2,1,3,2,2,1,1,4,2,1,6,-1,1,2
60006307-02,1,1,1,3,2,2,2,2,1,2,2,3,2,3,2,2,2,6,-1,1,2
60006310-01,1,7,3,4,4,4,4,1,1,3,3,4,1,1,2,4,4,7,-1,1,2
60006313-01,2,-2,-2,-2,-2,-2,-2,2,1,2,2,4,4,4,4,4,4,6,-1,2,2
60006317-01,1,7,3,3,2,2,3,2,1,2,3,3,2,3,2,2,4,7,-1,1,1
60006318-01,1,6,1,3,2,2,2,2,2,3,4,4,4,4,3,4,4,6,-1,1,2
60006323-01,2,-1,-1,-1,-1,-1,-1,3,2,2,2,4,2,3,2,2,3,-5,-1,2,2
60006325-03,1,7,3,4,4,2,4,5,1,4,4,2,2,2,1,2,2,7,-1,1,2
60006326-01,1,6,1,4,4,4,4,1,1,3,4,4,3,3,2,3,4,6,-1,1,1
60006329-02,1,7,1,3,3,2,3,3,1,2,4,4,1,4,3,4,4,6,-1,1,2
60006332-01,1,7,2,4,4,4,4,2,1,3,2,2,1,2,1,1,3,7,-1,1,1
60006333-01,1,7,1,3,3,1,3,4,1,2,4,4,3,4,3,4,4,6,-1,1,2
60006353-01,1,6,1,3,4,4,4,1,1,3,3,4,2,4,2,3,4,6,-1,1,2
60006358-01,1,7,2,2,2,2,4,1,1,2,3,3,1,2,1,1,3,6,-1,1,1
60006360-01,2,-1,-1,-1,-1,-1,-1,1,2,2,3,3,2,2,2,3,4,2,-1,1,1
60006372-02,1,6,3,4,4,4,3,2,1,2,2,4,4,3,3,4,4,6,-1,1,2
60006376-02,1,6,3,3,3,2,4,2,1,3,3,3,2,2,2,3,3,6,-1,1,2
60006393-01,1,7,1,2,2,3,3,3,1,4,1,1,2,1,1,2,4,7,-1,1,1
60006394-02,1,-5,2,2,4,4,3,2,1,3,3,4,2,3,3,2,3,7,-1,1,2
60006399-01,2,-1,-1,-1,-1,-1,-1,3,3,2,3,3,3,3,3,3,3,6,-1,1,2
60006400-01,1,7,1,2,2,3,3,2,1,4,3,3,2,3,2,3,2,6,-1,1,1
60006401-01,1,-5,3,3,2,1,3,4,1,1,2,3,1,1,1,1,2,7,-1,2,2
60006403-01,1,7,1,2,2,3,3,2,1,2,3,3,2,3,2,3,3,7,-1,2,2
60006404-01,1,7,3,2,2,2,2,2,1,2,3,3,2,3,2,2,2,4,-1,2,2
60006411-02,2,-1,-1,-1,-1,-1,-1,2,1,2,2,3,2,3,1,2,2,6,-1,2,2
60006417-01,1,6,1,2,2,2,2,3,1,2,3,4,2,3,2,3,3,6,-1,2,2
60006419-01,2,-1,-1,-1,-1,-1,-1,2,1,-9,-9,-9,-9,-9,1,-9,-9,6,-1,2,2
60006422-02,1,-5,1,4,4,4,4,1,1,2,2,4,2,2,2,4,4,7,-1,1,2
60006434-01,1,7,1,4,1,4,4,1,1,2,2,2,1,1,1,1,1,7,-1,1,2
60006439-01,1,1,1,3,4,3,4,2,3,4,2,3,4,3,2,4,4,8,-1,2,2
60006442-02,2,-1,-1,-1,-1,-1,-1,1,1,4,3,3,3,3,2,2,2,6,-1,2,2
60006445-01,1,-5,2,3,3,2,3,2,1,3,3,4,2,4,3,3,4,7,-1,2,2
60006448-01,2,-1,-1,-1,-1,-1,-1,2,2,2,3,3,3,3,3,2,2,6,-1,1,2
60006450-01,1,2,1,1,2,3,4,2,2,4,2,2,2,2,2,3,2,6,-1,1,2
60006453-01,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,-1,1,1
60006460-02,1,6,2,1,1,1,1,5,2,2,3,3,2,4,2,2,2,6,-1,1,1
60006461-01,1,-5,2,2,1,1,2,3,2,3,3,4,3,4,3,3,3,91,INSURANCE COMPANY,1,1
60006470-01,1,-5,1,2,2,2,2,3,1,2,3,3,3,3,2,3,2,6,-1,1,2
60006471-01,2,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,2,3,4,-1,2,2
60006475-01,2,-1,-1,-1,-1,-1,-1,2,1,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,2,2
60006478-01,2,-1,-1,-1,-1,-1,-1,1,1,2,3,4,2,3,4,4,3,7,-1,1,2
60006480-01,1,7,1,2,2,-9,4,2,1,4,4,4,1,4,4,4,4,7,-1,1,2
60006482-01,1,6,1,3,3,3,3,1,2,2,2,2,2,2,2,2,4,6,-1,2,2
60006487-01,2,-1,-1,-1,-1,-1,-1,3,2,2,3,4,4,3,2,4,4,6,-1,2,2
60006494-01,1,-5,3,4,4,4,4,2,1,2,2,2,2,2,2,2,2,-5,-1,1,1
60006501-01,2,-1,-1,-1,-1,-1,-1,2,1,-9,3,4,3,2,2,3,3,6,-1,2,2
60006504-03,2,-2,-2,-2,-1,-2,-2,2,3,3,3,3,3,3,3,3,3,1,-1,1,2
60006509-02,2,-1,-1,-1,-1,-1,-1,1,1,1,2,3,2,2,1,4,4,6,-1,2,2
60006511-02,2,-1,-1,-1,-1,-1,-1,3,1,2,4,4,3,4,1,3,3,6,-1,2,2
60006513-01,2,-2,-2,-1,-2,-1,-1,3,1,-9,-9,-9,-9,-9,-9,-9,-9,8,-1,2,2
60006514-01,1,7,1,4,4,4,4,1,1,2,3,4,2,4,2,3,3,6,-1,1,2
60006516-01,1,7,1,4,4,4,4,2,1,2,4,4,1,2,1,2,2,7,-1,1,2
60006519-01,1,-9,-9,-9,-9,-9,-9,3,2,3,2,3,2,2,2,2,2,6,-1,1,1
60006520-01,1,7,1,4,4,3,4,1,1,2,2,2,2,2,1,2,2,7,-1,1,2
60006522-01,1,1,1,3,3,3,3,2,1,2,2,2,-9,2,3,3,4,6,-1,2,2
60006535-01,1,-5,1,3,3,1,2,2,2,3,4,3,3,3,2,3,3,-5,PEOPLE WITH ILLNESS,1,1
60006544-01,1,7,1,4,4,1,4,5,1,2,3,4,2,4,1,3,4,7,-1,1,1
60006551-01,1,-5,1,3,3,3,3,1,1,3,3,3,3,3,2,2,2,-5,-1,1,2
60006553-03,1,7,1,3,3,3,2,3,1,3,2,3,2,-5,1,2,3,6,-1,2,2
60006561-01,1,7,2,2,2,3,2,2,1,2,2,2,2,2,1,2,2,6,-1,1,2
60006565-01,1,7,3,2,2,2,3,4,1,3,3,3,3,3,2,3,4,6,-1,1,2
60006569-02,1,6,1,2,2,2,3,1,1,2,4,4,-9,3,2,3,1,6,-1,1,2
60006570-02,1,7,1,4,2,1,2,3,1,2,3,3,3,3,2,3,3,6,-1,1,2
60006579-01,2,-1,-1,-1,-1,-1,-1,4,2,1,4,4,4,4,3,4,2,6,-1,2,2
60006581-01,1,1,1,3,2,3,2,5,3,4,2,4,4,4,4,4,4,1,-1,2,2
60006583-01,1,6,1,3,4,3,4,2,1,3,2,4,2,4,2,4,4,6,-1,1,2
60006586-01,1,7,1,4,3,2,3,2,2,3,4,4,3,4,3,3,3,6,-1,1,1
60006591-03,1,-5,3,4,4,3,3,2,1,2,2,2,2,2,2,2,2,6,-1,1,2
60006592-01,2,-1,-1,-1,-1,-1,-1,2,1,3,2,3,2,3,2,2,2,6,-1,2,2
60006601-01,1,-5,1,3,4,4,4,2,1,3,3,3,2,2,1,1,1,6,-1,2,2
60006604-01,1,-5,1,3,4,4,4,2,2,2,2,4,1,4,2,4,4,7,-1,1,1
60006612-01,1,7,3,4,4,1,4,1,1,2,2,3,2,3,1,3,3,6,-1,1,2
60006614-01,1,7,1,1,1,2,-9,3,2,-9,3,3,3,4,3,-9,4,7,-1,1,1
60006617-01,1,7,3,1,1,2,2,3,1,2,2,3,2,3,2,2,4,-5,-1,1,2
60006626-02,1,7,1,1,1,1,3,3,1,2,3,3,3,3,2,3,3,6,-1,2,2
60006635-01,1,5,3,1,1,1,4,3,2,2,2,2,2,2,2,2,2,6,-1,1,2
60006642-02,1,7,1,4,3,2,4,2,1,3,2,3,2,3,1,2,3,7,-1,2,2
60006645-01,1,7,3,3,3,3,3,1,1,1,3,3,2,4,1,1,2,8,-1,1,1
60006653-03,1,7,1,4,4,4,4,1,1,2,2,4,2,4,3,3,3,7,-1,2,2
60006660-01,1,11,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,11,-1,1,1
60006666-01,2,-1,-1,-1,-1,-1,-1,2,1,3,4,4,4,4,2,4,4,6,-1,2,2
60006668-01,1,7,1,2,2,1,2,3,1,1,1,2,4,4,2,3,4,6,-1,1,2
60006669-01,1,7,1,3,3,2,2,1,1,2,2,4,2,3,1,2,3,4,-1,2,2
60006676-01,1,-5,1,4,2,2,2,2,1,2,3,3,3,2,1,2,3,-5,-1,1,2
60006678-01,1,7,1,3,3,4,4,2,1,3,3,3,2,3,2,2,2,6,-1,2,2
60006681-03,1,6,1,4,3,1,4,2,1,1,1,1,1,2,1,1,2,6,-1,1,2
60006684-01,1,7,1,4,4,4,4,1,1,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,2,2
60006701-01,1,2,2,2,1,1,2,4,3,3,2,4,-9,4,4,2,3,-5,-1,1,2
60006705-01,1,7,1,3,3,3,3,3,2,2,3,3,2,3,2,2,3,7,-1,1,2
60006711-01,1,7,1,3,3,2,3,2,1,2,2,2,2,2,1,2,4,6,-1,1,1
60006712-02,1,7,1,2,2,2,3,3,1,2,2,4,2,3,2,4,4,7,-1,2,2
60006724-02,1,-5,1,3,2,2,3,3,1,2,4,4,3,4,3,-9,3,6,-1,2,2
60006731-03,1,7,3,3,4,2,3,1,1,2,2,3,2,3,2,2,2,6,-1,1,2
60006740-01,1,7,1,1,1,2,2,3,1,-9,2,-9,2,2,2,2,2,7,-1,2,2
60006744-02,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,-1,2,2
60006750-01,1,4,3,1,1,1,1,5,2,3,1,1,1,1,2,3,4,7,-1,2,2
60006759-01,1,7,3,2,1,2,2,4,1,2,2,2,3,2,1,3,3,6,-1,2,2
60006765-01,1,11,1,4,4,3,3,3,2,2,3,4,3,3,2,4,4,7,-1,1,2
60006766-02,1,6,1,4,4,4,4,1,1,3,2,2,2,2,2,2,2,6,-1,2,2
60006768-01,1,7,1,4,3,2,3,2,2,3,2,3,2,3,2,2,2,7,-1,2,2
60006771-01,1,3,2,2,3,4,4,3,2,3,2,4,3,3,3,4,2,6,-1,1,2
60006772-02,1,7,1,3,4,2,4,2,2,2,2,2,2,2,2,2,2,7,-1,1,2
60006774-02,1,6,1,3,4,-9,4,1,1,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,2,2
60006775-02,1,6,1,3,3,3,3,2,1,2,2,2,2,2,3,2,2,6,-1,1,2
60006777-01,1,1,3,2,2,1,2,3,1,2,3,3,3,3,2,3,2,1,-1,1,2
60006779-01,1,-5,1,3,4,3,4,2,1,3,2,2,2,2,2,2,2,-5,-1,1,1
60006791-01,2,-1,-1,-1,-1,-1,-1,5,3,2,4,4,4,4,3,3,4,6,-1,1,2
60006798-01,1,7,1,4,4,4,4,2,1,2,2,3,1,2,4,4,3,7,-1,1,2
60006799-02,-9,-6,-6,-6,-6,-6,-6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,6,-1,1,2
60006803-01,1,7,3,1,2,2,2,4,2,2,3,3,2,2,3,2,3,6,-1,2,2
60006804-01,1,6,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,-1,2,2
