PersonID,ChanceGetCancer,EverythingCauseCancer,PreventNotPossible,TooManyRecommendations,CancerMoreCommon,CancerFatal,RatherNotKnowChance,FreqWorryCancer,FamilyEverHadCancer
60003640-01,5,2,2,1,1,2,3,4,1
60003642-02,3,2,3,2,2,1,3,4,1
60003649-01,3,2,2,2,3,3,2,3,1
60003650-01,4,1,4,1,1,1,4,5,1
60003656-01,2,-9,-9,-9,-9,-9,-9,1,2
60003657-02,2,1,4,1,3,4,3,1,1
60003659-01,3,3,4,4,2,3,3,2,-9
60003664-01,3,2,3,1,1,1,1,2,1
60003665-01,4,2,3,2,3,1,3,4,1
60003669-01,4,2,2,1,3,2,2,1,1
60003674-01,-9,2,3,2,2,2,3,3,2
60003678-01,4,2,4,2,3,2,4,3,1
60003684-02,3,2,4,1,4,2,3,4,2
60003688-01,4,2,3,2,3,4,3,4,1
60003692-03,1,3,2,2,1,1,2,1,1
60003699-01,3,2,3,2,3,3,2,2,1
60003702-01,3,1,4,2,3,1,4,3,2
60003708-01,3,3,3,2,3,4,2,1,1
60003712-01,3,3,4,4,3,4,3,1,2
60003713-01,3,3,2,2,2,3,2,2,1
60003716-01,-9,2,3,4,2,3,3,2,1
60003717-01,-9,-9,-9,-9,-9,-9,-9,-9,-9
60003719-01,4,3,3,2,2,4,3,2,1
60003721-02,3,3,3,2,2,3,2,3,2
60003722-02,4,2,3,2,3,2,3,4,1
60003725-01,-9,2,3,1,2,3,2,3,1
60003727-01,3,3,4,2,3,3,4,4,1
60003730-02,3,2,2,2,2,3,2,4,1
60003733-01,2,4,4,4,4,4,4,1,2
60003736-03,3,3,3,2,3,3,3,4,1
60003739-01,-9,-9,-9,-9,-9,-9,-9,-9,1
60003743-02,2,3,3,2,2,2,3,2,-9
60003746-01,4,2,2,2,2,1,2,3,1
60003754-02,3,1,2,2,2,2,3,1,2
60003757-03,4,2,4,2,2,1,4,3,1
60003760-01,4,2,2,2,3,2,2,3,1
60003762-02,4,2,3,2,3,3,3,2,1
60003768-01,3,2,3,1,2,2,3,2,1
60003774-01,4,3,3,2,3,4,4,1,1
60003775-01,3,2,3,3,3,2,3,2,1
60003776-01,4,2,3,2,2,2,3,2,1
60003780-01,4,2,1,2,2,2,2,2,2
60003785-01,3,2,3,2,3,4,3,1,1
60003787-01,4,2,3,2,3,2,3,3,1
60003790-01,5,2,2,1,3,3,3,2,1
60003795-01,1,2,2,2,2,3,1,1,1
60003797-02,2,2,2,3,4,4,1,1,2
60003803-02,4,3,3,2,2,3,4,3,1
60003808-03,4,3,4,3,-9,3,4,3,1
60003819-01,3,2,3,2,2,3,2,3,1
60003821-01,4,2,4,2,4,3,2,3,1
60003822-01,1,2,3,2,3,3,3,2,1
60003823-01,4,1,3,1,3,2,4,4,1
60003828-01,3,2,4,1,3,3,4,2,1
60003835-01,3,2,4,3,4,2,4,3,1
60003836-01,4,3,4,3,-9,2,4,3,1
60003838-01,4,1,3,1,2,3,2,2,2
60003839-01,1,4,2,1,1,4,1,1,1
60003841-01,4,2,2,2,3,3,3,2,2
60003843-01,3,2,3,3,-9,1,1,4,1
60003844-01,3,2,3,1,3,1,2,2,1
60003846-01,3,2,3,2,2,3,2,1,1
60003848-03,3,3,3,3,3,2,2,2,2
60003854-01,4,4,2,4,4,3,4,3,1
60003856-02,1,3,3,2,2,2,3,2,1
60003861-01,4,2,3,2,2,4,1,3,1
60003868-01,3,2,4,2,3,1,3,3,1
60003869-01,2,4,4,3,2,1,2,2,1
60003878-01,3,2,3,2,3,2,2,3,1
60003883-01,3,2,3,2,2,1,3,3,2
60003886-01,-9,-9,-9,-9,-9,-9,-9,-9,4
60003889-01,4,2,3,2,2,2,2,2,1
60003890-01,5,3,3,2,2,4,2,1,1
60003892-01,4,1,4,4,3,3,4,4,2
60003895-02,2,3,4,2,1,1,3,1,1
60003898-02,5,1,1,1,1,1,4,2,1
60003904-03,4,1,2,1,2,1,1,3,-9
60003910-03,2,2,4,2,4,3,4,2,1
60003913-01,1,2,4,3,4,3,4,2,2
60003918-01,3,2,3,2,3,3,3,1,1
60003919-01,3,4,4,3,3,3,2,1,1
60003920-02,2,-9,-9,-9,-9,-9,-9,-9,-9
60003922-01,4,3,2,2,2,2,2,3,1
60003925-01,4,3,4,2,2,2,4,2,1
60003930-01,5,4,4,1,4,4,4,5,1
60003931-02,3,4,4,2,4,4,3,1,1
60003935-01,4,1,2,2,2,2,1,1,1
60003937-02,3,4,4,2,3,4,4,3,1
60003942-01,3,3,4,2,3,4,4,1,1
60003944-01,2,3,3,3,2,4,2,1,1
60003945-01,3,2,3,2,3,2,2,3,1
60003948-03,1,2,4,2,1,1,1,2,1
60003953-01,4,3,3,2,2,1,1,2,1
60003954-01,4,2,3,3,3,3,4,2,1
60003955-01,3,3,4,3,2,3,4,4,1
60003957-02,1,3,3,1,4,1,1,2,2
60003958-01,4,2,2,1,2,3,4,2,2
60003962-01,4,2,3,2,3,2,3,3,1
60003964-02,3,-9,-9,-9,-9,-9,-9,-9,1
60003966-01,-9,4,4,3,-9,2,-9,-9,2
60003971-01,3,4,4,1,3,2,1,1,1
60003975-01,4,1,4,3,1,4,4,2,1
60003976-02,5,3,3,2,2,2,4,2,1
60003979-01,4,4,4,2,2,4,4,2,1
60003990-01,4,2,3,2,2,2,2,4,1
60003991-01,4,2,2,2,2,2,2,2,1
60003994-01,3,3,1,2,3,4,3,1,1
60003996-02,4,2,4,2,2,1,4,3,1
60004000-01,1,4,3,2,4,1,4,1,2
60004001-02,3,2,2,2,3,2,2,3,1
60004002-02,4,2,3,2,3,3,4,2,1
60004003-01,4,4,4,3,2,3,2,1,1
60004008-02,1,3,4,1,2,1,3,1,2
60004011-01,3,2,3,2,2,2,3,3,1
60004014-01,3,2,2,1,3,3,-5,2,1
60004016-03,3,4,4,2,3,2,3,1,1
60004019-01,4,2,3,2,4,4,4,2,1
60004023-01,1,2,3,1,3,2,2,1,4
60004025-01,3,4,4,2,3,2,3,3,2
60004026-02,4,2,2,2,2,2,4,3,1
60004027-01,3,1,3,1,3,4,3,1,1
60004034-01,3,2,2,2,3,2,3,2,4
60004035-01,4,2,3,2,3,3,4,2,1
60004039-03,3,2,3,3,2,2,3,2,2
60004041-01,3,2,3,2,4,2,4,2,1
60004047-02,3,2,4,2,2,2,3,2,1
60004051-01,4,3,2,3,4,3,3,3,1
60004052-01,1,1,3,3,2,3,4,3,2
60004053-01,4,2,3,1,3,2,4,4,1
60004063-01,3,2,3,2,3,3,1,1,1
60004064-01,4,2,3,2,2,3,4,3,1
60004068-02,4,3,3,3,3,3,2,2,2
60004071-03,5,2,3,2,2,2,4,5,1
60004073-01,3,4,4,2,3,4,4,3,1
60004079-02,4,2,4,1,1,2,3,3,2
60004086-01,4,2,4,2,3,3,4,3,1
60004087-01,4,3,4,3,2,4,3,3,1
60004093-01,1,2,2,2,2,2,4,5,1
60004096-02,1,2,4,3,2,2,4,1,2
60004097-01,4,2,3,1,3,2,4,3,1
60004099-01,3,4,2,2,3,2,3,3,2
60004102-01,1,1,4,-9,1,1,1,5,1
60004109-01,3,2,3,1,2,2,4,2,2
60004110-01,5,1,3,2,2,1,1,2,1
60004111-03,3,3,4,3,3,2,3,2,2
60004112-01,1,4,4,2,2,3,2,1,1
60004117-01,3,4,3,1,3,3,2,3,1
60004126-01,4,4,3,1,2,3,4,4,1
60004130-02,5,4,1,3,4,4,3,2,1
60004137-01,-9,1,4,1,2,4,1,1,2
60004138-01,3,2,3,2,2,2,4,2,1
60004146-01,4,3,4,1,2,1,4,4,1
60004147-01,4,3,3,2,4,3,2,3,2
60004148-01,4,3,3,2,2,3,3,3,1
60004150-01,3,2,4,2,3,4,4,1,1
60004154-01,4,2,3,2,2,2,4,4,2
60004164-03,3,2,3,-9,-9,3,4,2,2
60004165-01,3,3,4,1,4,2,3,4,1
60004166-01,3,1,3,1,4,2,1,2,2
60004172-01,3,2,3,1,3,4,3,3,2
60004174-01,4,2,4,4,3,2,3,4,1
60004175-01,3,2,3,2,2,2,4,3,1
60004180-01,2,2,2,2,3,3,3,1,2
60004181-01,2,2,3,2,3,3,3,4,2
60004182-01,4,3,4,4,2,4,4,2,1
60004184-01,4,2,2,2,2,3,2,2,1
60004185-01,3,2,4,2,3,2,2,3,2
60004191-01,-9,-9,-9,-9,-9,-9,-9,1,2
60004192-01,3,2,4,3,3,2,4,3,1
60004193-01,4,2,4,2,2,3,4,2,1
60004195-01,3,3,3,2,2,4,4,2,2
60004197-01,4,1,2,1,2,1,4,4,1
60004206-01,3,3,3,2,2,3,2,3,1
60004208-01,4,2,3,4,3,3,2,2,1
60004209-01,4,3,3,3,3,2,4,4,2
60004220-01,4,3,2,1,2,2,3,5,1
60004227-01,2,3,3,2,3,4,2,2,2
60004231-02,3,3,3,2,-9,3,3,2,1
60004234-01,4,2,3,4,4,4,2,1,1
60004235-02,5,4,1,3,4,2,4,5,1
60004236-02,3,3,3,2,2,2,4,2,1
60004239-03,3,2,3,2,3,2,3,4,1
60004241-01,3,2,2,2,2,3,2,3,1
60004244-02,3,2,4,2,2,3,4,3,2
60004245-02,3,3,4,3,3,2,4,3,1
60004250-02,4,1,2,2,2,1,1,2,-9
60004253-01,3,3,3,3,3,3,4,1,2
60004256-03,2,2,1,1,2,1,2,2,2
60004257-02,4,2,4,3,3,1,2,3,1
60004259-01,3,3,4,2,3,1,3,2,1
60004261-01,4,2,2,1,1,1,2,4,1
60004262-01,4,2,1,4,4,1,4,3,2
60004264-01,2,3,4,4,4,4,4,2,1
60004265-02,4,2,4,2,4,2,4,3,1
60004271-02,3,4,4,2,2,3,4,3,2
60004278-01,3,1,3,3,3,2,2,3,1
60004283-01,5,2,2,1,3,1,3,4,2
60004286-01,3,1,3,2,2,3,3,3,2
60004287-02,5,4,1,2,2,4,1,1,1
60004290-03,2,4,4,3,4,4,4,1,1
60004292-01,4,2,3,2,3,2,3,3,2
60004293-01,3,2,3,3,3,4,1,2,1
60004297-01,5,1,2,1,1,1,3,5,4
60004300-02,3,4,4,2,3,4,2,1,1
60004309-01,4,2,3,2,3,2,4,3,1
60004311-02,4,3,2,1,1,2,2,1,2
60004316-03,4,2,2,2,2,2,4,2,1
60004318-01,3,1,2,2,2,2,1,1,1
60004323-02,5,2,4,2,3,4,4,4,1
60004325-01,3,3,3,3,3,3,3,1,1
60004326-01,3,2,3,2,3,2,4,3,2
60004327-01,5,4,3,2,1,1,1,2,4
60004330-02,3,3,3,1,2,2,4,3,1
60004335-01,3,3,3,3,2,2,4,2,1
60004342-01,1,3,4,2,3,3,3,1,2
60004344-03,1,2,3,2,3,2,1,1,1
60004346-02,2,3,2,2,3,3,3,3,1
60004350-03,4,2,4,2,2,1,3,2,1
60004354-01,3,-9,2,1,4,4,2,1,1
60004355-01,4,2,3,1,2,2,4,4,1
60004357-01,4,2,4,2,2,3,3,3,1
60004358-02,4,2,3,1,3,1,3,2,1
60004362-01,3,4,4,3,3,4,3,2,1
60004365-03,3,2,3,2,1,2,2,3,1
60004369-01,3,4,4,4,3,4,4,2,1
60004371-01,3,2,4,2,4,4,2,2,2
60004378-01,3,2,4,2,3,2,4,2,1
60004382-01,3,2,4,2,3,3,4,1,1
60004387-01,4,2,4,2,3,3,4,3,1
60004388-01,4,3,3,3,3,2,4,4,1
60004389-01,4,2,3,2,3,2,2,3,1
60004391-01,3,1,4,4,2,1,4,3,1
60004394-01,4,1,2,2,1,2,4,5,1
60004396-02,1,2,4,4,4,4,4,3,2
60004397-01,5,2,4,2,2,2,4,4,1
60004401-03,2,3,3,3,4,3,4,3,2
60004403-01,3,3,2,2,3,2,3,4,1
60004411-01,4,3,4,2,2,4,3,2,1
60004413-01,4,2,3,2,2,2,3,3,1
60004417-01,3,2,3,2,3,4,3,2,1
60004423-02,4,2,2,2,2,3,2,3,1
60004425-01,5,2,4,1,4,1,2,3,1
60004426-01,4,2,3,1,4,1,2,3,1
60004430-02,1,3,2,1,4,4,2,2,1
60004432-02,4,2,3,2,3,3,4,4,1
60004433-01,2,3,4,2,2,3,3,2,1
60004435-03,4,2,3,2,2,2,2,2,1
60004437-01,4,2,3,2,3,3,3,1,1
60004438-01,2,2,3,2,3,4,3,2,2
60004443-01,4,4,3,2,3,3,4,2,1
60004444-02,4,2,3,3,4,1,3,3,1
60004445-02,5,3,3,2,1,1,4,5,1
60004451-02,4,2,3,3,3,3,-9,3,1
60004452-01,3,2,2,2,3,2,1,1,1
60004458-01,4,2,4,3,4,1,3,3,-9
60004459-02,4,1,3,2,2,4,2,2,1
60004460-01,4,2,3,2,2,1,3,2,1
60004462-01,3,3,1,1,4,3,4,4,1
60004465-03,4,3,3,2,3,2,4,4,1
60004471-01,2,4,4,3,3,4,4,1,1
60004472-03,3,3,4,2,3,2,4,3,2
60004478-02,2,3,2,2,3,3,2,3,1
60004489-01,2,2,4,4,3,1,2,3,2
60004493-02,3,2,4,2,3,1,4,4,1
60004495-01,3,3,4,2,4,4,3,1,1
60004498-02,3,3,4,4,4,4,4,1,2
60004501-01,4,3,4,3,3,4,3,2,1
60004502-01,4,1,1,2,3,1,2,3,-9
60004503-01,2,3,3,3,4,3,3,2,1
60004509-01,4,2,3,1,3,2,3,3,1
60004515-02,5,3,4,3,3,2,4,4,1
60004516-01,3,2,4,1,3,3,4,2,2
60004517-01,3,4,4,3,2,4,4,4,1
60004518-01,3,3,3,2,3,4,4,3,2
60004519-02,4,4,2,2,3,3,3,2,1
60004521-01,3,1,2,1,1,1,1,5,1
60004527-01,4,3,3,2,2,3,4,3,1
60004528-01,3,4,4,2,1,3,4,2,1
60004530-01,2,3,4,-9,2,2,3,1,1
60004532-01,3,2,4,1,2,1,4,3,1
60004536-01,4,3,4,3,3,4,4,1,1
60004537-01,4,3,3,2,3,2,2,4,1
60004542-01,1,2,3,2,2,1,1,1,1
60004549-01,3,3,2,2,2,2,2,2,4
60004551-01,3,4,-9,-9,-9,-9,2,1,1
60004555-01,4,3,4,2,2,2,4,3,1
60004557-01,1,2,3,2,-9,3,2,1,4
60004558-01,3,3,2,1,1,2,3,2,1
60004559-02,3,2,4,1,4,2,3,1,1
60004565-01,4,2,3,2,3,4,3,1,1
60004566-01,1,1,1,1,3,1,4,3,2
60004567-01,4,2,3,2,2,3,2,3,1
60004569-02,2,2,3,2,3,3,2,3,4
60004572-01,3,3,3,2,3,3,2,2,1
60004573-01,-9,-9,-9,-9,-9,-9,-9,-9,2
60004575-01,2,4,4,1,2,1,1,1,2
60004576-01,5,1,1,1,4,1,1,1,1
60004587-01,3,2,3,3,2,1,3,3,2
60004588-01,4,2,4,2,2,2,4,5,1
60004592-01,4,2,4,1,3,2,4,3,1
60004594-01,3,1,3,2,3,2,3,3,1
60004600-01,3,3,4,3,3,3,2,2,1
60004611-01,4,2,3,2,2,3,4,4,1
60004612-01,4,4,4,3,2,2,4,2,1
60004619-02,3,4,4,4,3,3,4,3,2
60004626-02,2,-9,2,-9,-9,-9,2,1,2
60004632-03,3,2,3,3,3,2,4,2,1
60004633-01,3,4,3,2,2,4,4,1,1
60004644-02,5,1,3,2,3,2,4,5,1
60004646-02,2,4,4,3,4,4,4,2,1
60004650-01,3,2,4,1,2,2,3,2,1
60004652-01,4,3,4,4,3,3,4,3,2
60004654-01,1,4,4,4,1,4,1,3,1
60004657-01,4,3,3,3,2,4,3,2,2
60004661-03,3,4,4,4,4,3,4,3,1
60004666-01,4,4,4,4,3,4,4,2,1
60004667-01,2,3,3,3,3,2,3,1,1
60004668-01,5,1,4,1,1,2,4,5,1
60004671-01,2,3,3,3,3,2,3,2,1
60004672-01,3,4,3,3,2,3,3,2,2
60004673-01,4,2,3,2,2,3,4,3,2
60004676-01,3,3,2,2,3,2,3,4,1
60004685-03,1,4,2,4,4,1,2,1,-9
60004686-01,3,2,3,2,3,1,3,2,1
60004687-01,3,2,3,2,3,3,3,2,1
60004688-01,4,2,3,2,3,2,3,3,1
60004690-02,-9,-9,-9,-9,-9,-9,-9,-9,-9
60004691-01,4,2,4,2,2,2,3,3,1
60004692-01,4,2,4,4,3,3,4,4,1
60004693-03,4,2,2,1,4,2,4,3,1
60004695-01,4,2,3,2,2,1,1,5,1
60004702-01,3,3,3,2,2,2,3,3,1
60004707-01,3,3,4,2,3,1,2,2,1
60004715-01,4,1,1,1,2,2,2,1,1
60004716-01,1,4,1,2,1,4,4,2,2
60004722-01,5,2,3,2,2,4,3,2,1
60004723-01,3,2,2,2,3,4,4,2,1
60004725-01,1,4,4,1,4,4,1,1,1
60004731-01,4,4,4,1,2,2,4,3,1
60004741-01,3,2,2,2,1,2,3,3,1
60004742-01,4,1,2,2,1,1,2,4,1
60004743-01,2,3,4,2,2,3,3,1,1
60004748-01,1,3,2,2,3,4,2,1,1
60004757-01,3,1,2,1,1,2,3,2,1
60004758-01,3,2,2,2,2,2,2,3,1
60004759-01,3,2,4,2,2,1,4,4,1
60004760-01,3,3,4,3,3,4,4,4,2
60004761-01,3,1,2,1,3,1,4,3,1
60004764-01,3,3,2,1,3,3,2,2,1
60004770-01,1,3,4,3,3,4,4,2,2
60004773-01,4,4,4,2,4,3,2,3,1
60004777-02,3,2,3,2,3,2,3,3,2
60004782-01,3,3,4,3,3,2,2,2,1
60004783-01,4,2,4,4,2,1,3,3,1
60004784-01,-9,-9,-9,-9,-9,-9,-9,-9,-9
60004785-01,4,3,3,3,4,3,4,4,1
60004786-01,3,2,1,1,3,2,2,-9,1
60004787-02,4,3,4,3,3,1,4,2,1
60004788-01,4,3,3,3,3,4,4,2,1
60004789-01,4,3,4,2,3,2,2,2,1
60004791-03,4,2,2,2,1,1,2,5,1
60004795-03,3,1,2,1,3,2,2,3,2
60004799-01,4,2,2,2,2,3,4,5,1
60004801-01,4,3,3,2,2,2,4,3,1
60004807-02,3,3,4,2,3,4,3,2,2
60004808-01,3,3,4,3,3,2,3,2,1
60004812-02,4,1,3,2,3,2,4,4,1
60004813-01,2,3,3,3,3,4,3,2,1
60004814-01,3,3,2,2,2,3,2,3,2
60004818-01,4,2,3,3,3,2,3,1,1
60004821-01,2,4,4,4,3,4,1,1,1
60004822-01,3,2,4,3,3,2,4,2,1
60004832-02,2,4,1,4,4,4,2,3,1
60004834-01,-9,2,2,1,3,3,4,3,1
60004837-01,5,1,3,1,3,1,2,2,1
60004839-01,3,3,4,3,2,2,3,1,1
60004841-01,3,3,2,2,3,3,1,1,1
60004842-01,2,3,-9,2,3,3,4,2,1
60004848-01,3,2,4,2,1,4,4,1,1
60004854-01,4,1,3,3,3,3,4,2,1
60004860-01,2,3,4,1,3,4,3,2,2
60004861-01,1,4,4,-9,-9,4,1,1,1
60004863-03,1,4,4,-9,2,3,4,2,1
60004865-01,3,2,3,2,2,3,3,1,2
60004869-01,4,2,3,2,3,3,3,3,1
60004883-01,4,3,3,2,3,4,4,1,1
60004893-01,3,1,4,1,2,4,2,1,1
60004895-02,4,1,3,1,3,2,3,2,1
60004898-01,4,2,4,3,4,3,3,3,1
60004901-02,3,2,3,3,2,2,2,4,1
60004908-03,-9,2,-9,2,1,3,4,1,-9
60004912-01,4,2,3,1,4,2,3,3,2
60004915-01,2,3,3,2,3,2,4,5,2
60004918-01,5,4,2,1,3,2,2,3,1
60004920-01,1,1,4,2,2,4,4,1,1
60004936-01,3,2,3,2,3,3,2,4,2
60004958-02,4,2,3,2,1,2,1,3,1
60004959-01,3,2,4,2,4,2,3,2,4
60004962-01,1,4,3,3,2,1,2,1,2
60004967-01,3,4,4,3,3,2,4,4,1
60004971-02,2,4,4,3,4,1,3,4,1
60004972-01,1,1,4,2,4,4,4,4,1
60004978-02,3,2,3,2,2,2,3,3,1
60004985-01,5,2,4,3,3,3,4,2,1
60004992-01,1,1,1,1,1,4,4,1,1
60004997-01,4,2,2,2,2,2,3,2,1
60005005-03,1,1,4,1,4,1,4,5,1
60005006-01,3,2,4,2,4,2,4,3,1
60005008-02,2,2,2,2,2,2,3,2,4
60005012-01,-9,-9,2,2,-9,4,2,1,2
60005018-01,3,4,2,2,3,2,4,2,1
60005022-01,-9,4,-9,1,-9,2,1,5,1
60005027-01,3,3,4,3,3,3,2,2,1
60005033-01,5,2,4,2,3,3,3,3,4
60005035-01,2,4,4,4,1,3,4,3,1
60005038-01,4,4,4,4,2,4,4,2,1
60005052-01,3,2,3,2,2,3,1,1,1
60005055-01,5,2,3,2,2,3,3,2,2
60005063-02,3,4,4,4,4,4,4,1,2
60005067-01,5,2,3,2,3,2,2,4,1
60005079-01,4,2,2,2,2,3,2,2,4
60005083-01,3,4,2,1,1,1,4,1,1
60005092-01,1,2,3,3,3,3,2,1,2
60005097-02,3,-9,-9,-9,-9,-9,4,1,1
60005103-01,5,3,3,3,3,1,3,3,2
60005104-01,3,2,3,1,2,2,3,3,1
60005108-02,4,2,3,3,2,3,3,4,1
60005113-03,3,2,3,1,3,3,2,3,2
60005116-03,3,2,4,1,2,-9,3,2,1
60005118-02,3,2,2,2,2,3,2,1,2
60005125-03,3,1,3,2,2,2,3,3,2
60005127-01,-9,-9,-9,-9,-9,-9,-9,1,1
60005129-01,3,3,3,1,3,1,4,2,2
60005130-01,3,4,4,2,3,3,4,3,1
60005133-01,3,2,4,2,4,2,3,3,1
60005137-03,3,1,2,2,3,2,3,1,2
60005139-03,5,1,3,1,2,2,2,4,1
60005140-01,2,2,2,2,2,1,2,3,1
60005142-03,5,2,3,2,2,2,4,4,1
60005144-02,3,3,4,1,4,2,1,1,4
60005151-01,1,3,4,1,3,3,2,4,-9
60005156-02,3,2,4,4,3,3,4,1,1
60005169-01,4,2,3,2,2,1,4,3,1
60005176-01,4,4,4,3,3,2,3,4,1
60005180-01,2,4,4,4,4,4,4,2,2
60005185-01,2,2,2,2,2,2,4,3,2
60005187-01,2,4,3,1,3,1,3,3,1
60005191-01,5,2,3,3,2,2,3,4,1
60005192-01,3,1,3,2,2,1,2,5,1
60005194-01,3,1,2,1,2,2,4,1,1
60005195-02,4,2,3,2,2,1,3,3,2
60005201-02,5,2,3,1,2,2,2,2,1
60005206-01,4,2,3,1,4,3,3,4,1
60005210-01,3,2,4,2,3,2,4,1,1
60005212-01,3,2,2,2,3,1,1,1,1
60005221-03,2,3,2,2,2,2,2,1,2
60005224-01,3,2,2,2,3,1,2,2,1
60005226-01,2,3,1,1,2,1,1,1,2
60005230-01,2,2,3,2,2,2,4,3,-9
60005237-01,4,1,1,1,1,1,2,1,1
60005252-01,3,1,4,2,4,3,1,1,1
60005253-01,3,2,3,2,3,1,4,3,1
60005262-01,3,4,3,1,2,4,2,1,1
60005265-01,4,3,4,4,3,1,4,3,1
60005266-01,1,2,-9,1,1,2,4,5,1
60005267-01,4,2,3,2,2,3,3,2,1
60005268-01,3,3,2,2,2,2,3,3,1
60005275-01,-9,4,4,1,-9,1,1,5,1
60005277-02,2,2,3,3,2,2,3,2,2
60005283-01,1,1,1,1,1,1,4,2,1
60005289-01,2,3,4,4,3,1,4,1,1
60005293-01,4,1,3,1,3,4,4,2,1
60005295-01,3,2,3,3,2,3,2,2,1
60005301-02,3,-9,-9,-9,4,-9,-9,2,2
60005311-01,5,2,2,1,1,2,1,3,4
60005312-01,-9,1,4,1,4,1,4,5,1
60005322-02,4,1,2,1,2,3,2,2,1
60005327-02,-9,2,4,2,2,2,4,3,1
60005328-03,3,2,4,2,3,3,2,3,1
60005329-02,3,2,3,2,2,2,3,3,1
60005350-02,3,1,2,2,1,1,2,3,1
60005356-01,3,1,4,2,2,4,3,2,1
60005360-02,4,3,3,3,2,3,3,3,1
60005363-01,1,3,3,2,2,2,4,1,1
60005377-01,5,2,4,3,2,4,4,1,1
60005378-01,4,1,4,1,2,3,3,2,1
60005382-01,3,3,2,1,2,2,3,3,1
60005386-01,3,4,4,3,4,4,2,2,1
60005391-03,3,2,3,2,3,3,3,3,2
60005392-01,5,4,3,1,3,4,-9,-9,-9
60005403-03,3,1,2,1,-9,1,1,3,1
60005407-01,2,2,2,1,2,1,1,2,2
60005409-02,3,2,4,4,3,2,4,4,1
60005416-03,3,4,4,4,1,2,2,1,2
60005445-01,4,1,3,1,2,2,4,4,1
60005446-02,4,4,2,2,3,3,4,1,2
60005453-01,-9,-9,-9,-9,-9,-9,-9,-9,-9
60005456-01,4,2,3,1,3,3,2,2,1
60005457-01,4,1,2,1,2,2,3,4,1
60005459-01,3,1,3,3,4,2,2,1,1
60005460-01,3,2,3,2,2,2,2,3,1
60005462-01,3,3,2,2,3,2,1,1,2
60005464-01,4,2,4,4,4,4,4,1,1
60005467-01,4,1,1,1,2,2,2,2,2
60005477-01,2,2,4,1,3,3,1,1,1
60005485-02,3,3,2,2,2,2,2,3,1
60005488-01,4,4,4,3,3,4,4,1,1
60005492-01,2,4,4,3,3,3,4,1,2
60005493-01,5,1,1,1,1,1,1,4,2
60005497-01,5,1,2,2,2,2,4,3,2
60005504-01,4,1,1,1,1,1,3,4,1
60005517-03,2,1,3,1,1,1,1,3,1
60005519-02,4,2,4,3,4,3,4,3,1
60005524-01,3,2,3,2,2,1,4,3,1
60005527-01,3,4,4,2,4,1,4,2,2
60005542-03,3,3,4,4,4,3,4,4,1
60005546-01,2,2,2,1,1,2,4,1,1
60005548-01,3,2,3,3,2,3,4,4,1
60005551-01,4,2,3,2,2,3,4,3,2
60005560-01,3,3,3,3,2,4,3,1,1
60005562-03,1,1,4,2,2,1,4,5,2
60005566-02,3,2,2,4,2,2,1,2,1
60005568-01,4,1,2,3,1,2,2,3,1
60005570-01,3,2,3,2,3,2,3,4,1
60005576-01,5,3,4,2,4,1,3,1,-9
60005578-01,3,2,3,2,2,2,2,1,1
60005584-01,3,2,-9,2,2,1,3,3,1
60005587-01,4,2,2,2,2,1,1,2,2
60005611-01,3,3,3,2,3,3,3,3,1
60005614-01,2,1,1,1,1,1,2,4,1
60005623-01,3,2,2,2,1,3,4,4,1
60005625-01,5,1,3,2,1,4,4,2,1
60005634-01,2,2,4,2,2,2,4,3,2
60005650-03,3,3,4,2,2,3,4,3,1
60005651-01,4,2,4,2,2,2,3,2,1
60005652-01,3,1,1,1,1,1,1,5,2
60005662-01,3,3,2,2,3,2,2,3,1
60005669-02,1,4,4,1,4,4,4,2,1
60005671-01,5,4,4,1,-9,-9,3,5,1
60005673-02,3,2,2,2,2,1,4,4,2
60005674-01,2,3,3,2,4,2,3,2,4
60005682-01,3,1,2,1,1,1,4,4,1
60005689-02,4,3,4,2,2,3,3,3,1
60005692-01,3,3,4,2,2,3,2,2,1
60005696-01,2,4,2,1,4,4,4,3,1
60005699-01,4,-9,3,1,1,2,4,3,1
60005711-01,3,2,3,2,3,2,3,2,1
60005720-01,5,4,2,2,3,4,1,3,1
60005724-01,3,2,2,2,2,2,3,3,1
60005731-01,2,2,2,2,2,2,1,3,1
60005732-02,4,3,3,2,3,1,1,4,2
60005735-02,3,2,2,1,2,1,1,3,1
60005743-01,3,1,3,2,1,4,2,3,1
60005748-01,5,4,4,2,3,3,4,4,1
60005752-02,3,3,4,2,2,3,4,3,1
60005753-01,3,3,1,1,2,1,3,3,1
60005755-03,2,2,1,1,1,1,4,5,4
60005758-01,4,3,4,-5,2,2,4,2,1
60005760-01,3,3,4,2,3,3,1,2,1
60005761-01,2,2,2,2,2,2,3,2,1
60005762-01,3,2,2,2,2,2,1,4,2
60005764-01,3,4,3,2,3,2,3,3,2
60005768-01,3,2,4,3,4,3,4,2,2
60005779-01,4,2,4,3,2,4,3,3,1
60005786-02,4,2,4,1,-9,1,1,2,1
60005787-01,4,1,1,1,2,1,1,2,1
60005792-01,3,2,3,2,2,3,4,3,1
60005793-01,3,1,3,1,2,1,4,4,1
60005796-01,4,2,4,2,3,2,4,3,1
60005799-01,3,1,3,2,3,2,3,2,1
60005801-01,2,2,4,3,3,2,2,3,2
60005810-01,3,2,2,2,2,2,3,3,1
